split,space,median_nrmse,mean_nrmse,median_corr,mean_corr,qrs_nrmse,st_nrmse,t_nrmse,st_mean_abs_err,boundary_rate,sat090,n
train,scaled,0.37409669160842896,0.40769410133361816,0.9214283434539814,0.8949658985430672,0.23414412140846252,0.4332599937915802,0.4270322918891907,0.20314615964889526,0.1578101833159732,0.26400316214116315,12542
train,physical_mV,0.38914698362350464,0.4230833947658539,0.921428343087942,0.8949658985393366,0.257740318775177,0.3447134792804718,0.4483528733253479,0.013300416991114616,0.1578101833159732,0.26400316214116315,12542
val,scaled,0.378891259431839,0.41621312499046326,0.9189460606950535,0.8906699728591014,0.23991024494171143,0.4506934881210327,0.43000560998916626,0.20138539373874664,0.15890492486237168,0.26436812703737267,1573
val,physical_mV,0.3972204327583313,0.433425635099411,0.9189460613633468,0.8906699728392444,0.2639465034008026,0.35837575793266296,0.4552837312221527,0.01319939736276865,0.15890492486237168,0.26436812703737267,1573
test,scaled,0.37608802318573,0.4125712215900421,0.9195880933342042,0.8915793846806606,0.2378074824810028,0.4513128399848938,0.4262062907218933,0.2061920166015625,0.15956112015803944,0.26607757815211297,1594
test,physical_mV,0.39412087202072144,0.4291689395904541,0.9195880930502995,0.8915793846778115,0.26041463017463684,0.3615574538707733,0.4501768946647644,0.013589238747954369,0.15956112015803944,0.26607757815211297,1594
