model,split,macro_auroc,macro_auprc,macro_f1,balanced_accuracy,auroc_ci_lo,auroc_ci_hi,n
B0_xgboost,val,0.9311162695729553,0.8142164895766901,0.7382089642003637,0.7151255982634401,0.9192700540463161,0.9421870223686454,1573
B0_xgboost,test,0.919964619591839,0.8086565728149132,0.7344427821715307,0.6954234406913686,0.9075068975698418,0.9313108220601817,1594
