comparison,metric,difference,ci_lo,ci_hi,bootstrap_unit,n_boot
C5_minus_C0,macro_auroc,0.0003178388400009169,-0.0025492967218306655,0.003241916826244359,patient,1000
C5_minus_C0,macro_f1,-0.011256260137473828,-0.02436709779886954,0.0022853095951687933,patient,1000
C5_minus_C0,balanced_accuracy,-0.009249921003776196,-0.021376149732809244,0.003502284452713029,patient,1000
