group,mean_score
delta_root,13.7208292742643
edge_prox,6.155782844332683
edge_leaf,3.368300051539717
APD,15.729458561692635
tau_dep,23.1145322232791
tau_rep,7.770156948393059
q,21.78978208508309
alpha_ST,0.3216597763661903
global_gain,16.31419101059347
