feature,kw_p,NORM_mean,NORM_std,MI_mean,MI_std,STTC_mean,STTC_std,CD_mean,CD_std,fdr_q
S_ST_internal_L2,1.6087263158783675e-09,0.5064505934715271,0.026301303878426552,0.5061617493629456,0.030198900029063225,0.4931051731109619,0.030100122094154358,0.500998318195343,0.03386208787560463,2.486213397266568e-09
ST_L2,1.6087263158783675e-09,0.5064505934715271,0.026301300153136253,0.5061617493629456,0.030198898166418076,0.4931051731109619,0.030100122094154358,0.500998318195343,0.03386208415031433,2.486213397266568e-09
ST_L1,3.364349519393748e-05,1.1810407638549805,0.09733916074037552,1.1899101734161377,0.10599863529205322,1.1505967378616333,0.11213814467191696,1.1614381074905396,0.11691093444824219,4.085281559263837e-05
ST_max_abs,2.411474270303804e-22,0.24538417160511017,0.00322978338226676,0.24401754140853882,0.003554196562618017,0.24300964176654816,0.003853938775137067,0.2452249526977539,0.0040707821026444435,8.199012519032935e-22
ST_signed_sum,5.377727427251653e-29,0.23431767523288727,0.15341423451900482,0.31659644842147827,0.14910604059696198,0.3430996239185333,0.11166706681251526,0.3235700726509094,0.19458457827568054,3.0473788754426035e-28
ST_spatial_disp,1.7313180898812e-34,0.4861578345298767,0.007866522297263145,0.4819307327270508,0.008378444239497185,0.47966882586479187,0.008763588033616543,0.48385968804359436,0.010592960752546787,1.47162037639902e-33
ST_entropy,0.00036933924659725016,1.7199158668518066,0.06502793729305267,1.7317852973937988,0.06220909580588341,1.7218589782714844,0.06923932582139969,1.7096166610717773,0.06728702783584595,0.0003924229495095783
ST_anterior_strength,5.225188412478812e-09,0.29004234075546265,0.036862343549728394,0.2829435467720032,0.034881290048360825,0.27434974908828735,0.02997644431889057,0.2795632779598236,0.034684907644987106,7.402350251011651e-09
ST_lateral_strength,2.9763374241901154e-44,0.22969366610050201,0.03441019356250763,0.2178051769733429,0.04402963072061539,0.199261873960495,0.0522831454873085,0.20850712060928345,0.061223067343235016,5.059773621123196e-43
ST_inferior_strength,1.495530977295302e-21,0.20368348062038422,0.05691418796777725,0.2217443585395813,0.04163607209920883,0.22637717425823212,0.03443373367190361,0.2305428832769394,0.03318868204951286,4.2373377690033555e-21
ST_right_septal_strength,0.005339485126616087,0.26877644658088684,0.028114011511206627,0.2729152739048004,0.03276173025369644,0.26899972558021545,0.0256978590041399,0.26337888836860657,0.04408862069249153,0.005339485126616087
ST_projected_L2,8.296017547169858e-14,0.5102251318748435,0.031833696155782513,0.5064181363124858,0.0441185802942281,0.48951524287432696,0.04537342569419246,0.49672840480825287,0.04993832033561792,1.7629037287735947e-13
ST_projected_max_abs,1.391764802973963e-09,0.2374128433497781,0.020642134343312583,0.23473865705731722,0.024337125684990985,0.2253182670868588,0.026743968366307762,0.2411317509599719,0.04730484640875862,2.486213397266568e-09
ST_projected_anterior_leads,0.0003283843478219882,0.11965733011240438,0.015748397583289175,0.12113780492859783,0.019739202741308838,0.11500503168535461,0.01792295919182114,0.12879679245569262,0.05412241637843495,0.0003721689275315866
ST_projected_lateral_leads,1.3894230701345642e-08,0.1665636181323462,0.01863145940610418,0.17287137802266034,0.0166367795825626,0.17276823789991808,0.01442832180995523,0.15159379861176556,0.04742094373528144,1.816937860945199e-08
ST_projected_inferior_leads,3.123286311651759e-14,0.09159084740761263,0.03505156703356262,0.07870371226140349,0.020362907978268053,0.07347321276988591,0.016845725448879526,0.07924662057833941,0.03415900293186582,7.585123899725701e-14
ST_projected_sign_discordance,3.9985825619594266e-25,0.24917763157894737,0.062005302441346284,0.2587890625,0.07182069652833742,0.26411845730027544,0.06061877684025848,0.32065217391304346,0.08725793173037895,1.6993975888327564e-24
