split,space,median_nrmse,mean_nrmse,median_corr,mean_corr,qrs_nrmse,st_nrmse,t_nrmse,st_mean_abs_err,boundary_rate,sat090,n
train,scaled,0.3771940767765045,0.4115905463695526,0.9218546536968727,0.8947236525695041,0.245704784989357,0.5023196339607239,0.45671194791793823,0.24297794699668884,0.14789795648323759,0.22889898451840116,12542
train,physical_mV,0.39494138956069946,0.4308389127254486,0.9218546537274205,0.8947236525613871,0.26775991916656494,0.3933693766593933,0.48149558901786804,0.01582401804625988,0.14789795648323759,0.22889898451840116,12542
val,scaled,0.383817583322525,0.4195531904697418,0.9202099629869737,0.8904734119103301,0.25000709295272827,0.5136762261390686,0.4607965052127838,0.24117016792297363,0.14782702790439733,0.23039049924930002,1573
val,physical_mV,0.4013441205024719,0.4406143128871918,0.9202099616293928,0.8904734119310609,0.2739260494709015,0.40905603766441345,0.48839202523231506,0.015900632366538048,0.14782702790439733,0.23039049924930002,1573
test,scaled,0.37987372279167175,0.41652557253837585,0.919857362447543,0.8916149359081468,0.24965901672840118,0.5202412009239197,0.45471277832984924,0.24530544877052307,0.1487092554526282,0.22950425798873436,1594
test,physical_mV,0.3988271951675415,0.4369826316833496,0.9198573610792794,0.8916149359107389,0.27196866273880005,0.4114903211593628,0.4868461489677429,0.016129029914736748,0.1487092554526282,0.22950425798873436,1594
