comparison,metric,difference,ci_lo,ci_hi,bootstrap_unit,n_boot
C5_minus_C0,macro_auroc,-0.002776902648758184,-0.0058959355670905374,0.00015025007518230352,patient,1000
C5_minus_C0,macro_f1,0.0015825256252107733,-0.011993018837350308,0.014622920567912576,patient,1000
C5_minus_C0,balanced_accuracy,0.004164889990370679,-0.00869242364264502,0.016315706003803998,patient,1000
