group,mean_score
delta_root,10.780652651985696
edge_prox,6.80330537063471
edge_leaf,22.952929593573554
APD,15.48553338875162
tau_dep,21.063802831795954
tau_rep,8.015130203767718
q,18.947691766263063
alpha_ST,0.334497523387328
global_gain,16.018728901329258
