feature_group,class,auroc,auprc,f1,sensitivity,specificity,support
C0_theta,NORM,0.9014878196223698,0.913683037699313,0.8567149276085871,0.9407894736842105,0.658357771260997,912
C0_theta,MI,0.8909694973841554,0.6728555333826318,0.5377358490566038,0.4453125,0.9596412556053812,256
C0_theta,STTC,0.9325822778619982,0.7533090500953556,0.6754966887417219,0.6322314049586777,0.9571005917159763,242
C0_theta,CD,0.8954324699352452,0.7616521403113696,0.6948051948051948,0.5815217391304348,0.9879432624113476,184
C1_theta_old,NORM,0.901183953284972,0.9127782756256091,0.8564307078763709,0.9418859649122807,0.655425219941349,912
C1_theta_old,MI,0.8902483884529149,0.6699611190920158,0.5458823529411765,0.453125,0.9603886397608371,256
C1_theta_old,STTC,0.9311213262262212,0.758773707534083,0.7035398230088495,0.6570247933884298,0.9622781065088757,242
C1_theta_old,CD,0.8971168670983657,0.7625033542417314,0.6819672131147541,0.5652173913043478,0.9879432624113476,184
C2_theta_rep,NORM,0.8964796522097032,0.9064538620535312,0.8528528528528528,0.9342105263157895,0.656891495601173,912
C2_theta_rep,MI,0.8873960668908819,0.6724552114075096,0.5349397590361445,0.43359375,0.9641255605381166,256
C2_theta_rep,STTC,0.9289940828402367,0.7385828792677854,0.6853448275862069,0.6570247933884298,0.9534023668639053,242
C2_theta_rep,CD,0.888741134751773,0.7561893076979984,0.6881028938906752,0.5815217391304348,0.9858156028368794,184
C3_theta_st,NORM,0.9008977722899625,0.9128437757750795,0.8551448551448552,0.9385964912280702,0.656891495601173,912
C3_theta_st,MI,0.8912205717488789,0.6703308862765259,0.5393794749403341,0.44140625,0.9626307922272048,256
C3_theta_st,STTC,0.9320382414788009,0.7587260916998337,0.6783369803063457,0.640495867768595,0.9556213017751479,242
C3_theta_st,CD,0.8943956213382671,0.760830273486394,0.7032258064516129,0.592391304347826,0.9879432624113476,184
C4_theta_stab,NORM,0.9012772032721099,0.9117905608884136,0.8528678304239401,0.9375,0.6510263929618768,912
C4_theta_stab,MI,0.8909140274663676,0.6743580414478403,0.5368171021377672,0.44140625,0.9611360239162929,256
C4_theta_stab,STTC,0.9321482713091105,0.7632869008982474,0.6827133479212254,0.6446280991735537,0.9563609467455622,242
C4_theta_stab,CD,0.8925300647548567,0.7588438478709406,0.6819672131147541,0.5652173913043478,0.9879432624113476,184
C5_theta_rep_st_stab,NORM,0.8976058869681535,0.9088516277455687,0.8501253132832081,0.9298245614035088,0.655425219941349,912
C5_theta_rep_st_stab,MI,0.8888032511210762,0.672458689409499,0.5419664268585132,0.44140625,0.9641255605381166,256
C5_theta_rep_st_stab,STTC,0.9305100493911682,0.7450964212857912,0.6825053995680346,0.6528925619834711,0.9534023668639053,242
C5_theta_rep_st_stab,CD,0.892445266728338,0.7634591515949064,0.6964856230031949,0.592391304347826,0.9858156028368794,184
C6_compact_heuristic,NORM,0.8936580362195812,0.9085814705182156,0.846382556987116,0.9364035087719298,0.6304985337243402,912
C6_compact_heuristic,MI,0.8908293628550076,0.6741612577856271,0.5498783454987834,0.44140625,0.968609865470852,256
C6_compact_heuristic,STTC,0.919562081275368,0.7152354875677365,0.6442953020134228,0.5950413223140496,0.9548816568047337,242
C6_compact_heuristic,CD,0.8835106382978722,0.7558806471162861,0.6923076923076923,0.5869565217391305,0.9858156028368794,184
