feature,kw_p,NORM_mean,NORM_std,MI_mean,MI_std,STTC_mean,STTC_std,CD_mean,CD_std,expect,cliffs_delta,direction_ok,fdr_q
D_rep_old_APDdisp,1.990480690274913e-17,0.21429312229156494,0.025903213769197464,0.19793453812599182,0.037810854613780975,0.1974412202835083,0.03384986147284508,0.20207342505455017,0.04024235159158707,,,,2.6029362872825785e-17
APD_mean,0.05274059484516497,0.2742859721183777,0.023271258920431137,0.2754073143005371,0.024895334616303444,0.27512818574905396,0.024163879454135895,0.2697782516479492,0.02329256944358349,,,,0.05274059484516497
APD_disp,1.990480690274913e-17,0.21429312229156494,0.025903213769197464,0.19793453812599182,0.037810854613780975,0.1974412202835083,0.03384986147284508,0.20207342505455017,0.04024235159158707,,,,2.6029362872825785e-17
APD_cv,8.629279790185447e-11,0.27067098021507263,0.04185184836387634,0.2519496977329254,0.045170579105615616,0.2574000954627991,0.03761972114443779,0.2590738534927368,0.05218714475631714,,,,1.0478411173796615e-10
tau_rep_mean,2.256262292493124e-25,0.06876769661903381,0.0033207626547664404,0.06778538227081299,0.00419815955683589,0.07101067900657654,0.003815141273662448,0.06731022894382477,0.005747779738157988,,,,3.4869508156711914e-25
tau_rep_disp,3.7611088335130074e-86,0.058804139494895935,0.004471421707421541,0.05341852828860283,0.007231781259179115,0.04896826669573784,0.008102416060864925,0.05152054503560066,0.008948828093707561,STTC up vs NORM,-0.7126921125126866,False,6.393885016972113e-85
tau_rep_cv,8.368842413253341e-81,0.3250439167022705,0.04867822304368019,0.2870985269546509,0.06184772029519081,0.24214771389961243,0.05664612352848053,0.27912163734436035,0.06364210695028305,,,,7.11351605126534e-80
Tend_mean,0.02868484430470172,0.41317611932754517,0.027358567342162132,0.4121204614639282,0.030376020818948746,0.4181053340435028,0.029260437935590744,0.4099116027355194,0.03210632875561714,,,,0.030477647073745576
Tend_disp,3.8737252056785306e-64,0.30317580699920654,0.027309447526931763,0.2760046124458313,0.04160675033926964,0.2669738531112671,0.03257574886083603,0.2508121132850647,0.08406750857830048,STTC up vs NORM,-0.6413386254893432,False,1.6463332124133756e-63
Tend_cv,5.559203806870968e-51,0.2535857558250427,0.031190980225801468,0.23170283436775208,0.039739374071359634,0.22046954929828644,0.02997715026140213,0.21145983040332794,0.0732865259051323,,,,1.1813308089600807e-50
Sync_rep,7.004434301890256e-62,0.1269405633211136,0.028335321694612503,0.15600968897342682,0.04935786500573158,0.1632990539073944,0.03851025924086571,0.21496154367923737,0.147283673286438,STTC down vs NORM,0.6434047411918224,False,2.381507662642687e-61
Tpeak_maxabs,1.2551015724533933e-60,0.39974409341812134,0.152757927775383,0.3189848065376282,0.1489485204219818,0.22479254007339478,0.11647133529186249,0.5079723000526428,0.3455013334751129,STTC down vs NORM,-0.655230535015224,True,3.048103818815384e-60
Tarea_mean,7.2588204259321425e-50,0.00876560527831316,0.005157924257218838,0.007082591764628887,0.00578127009794116,0.002926803193986416,0.004216271452605724,0.012438160367310047,0.013370118103921413,,,,1.3711105248982936e-49
Tabsarea_mean,3.39364242365096e-70,0.023891489952802658,0.007742865011096001,0.01919557899236679,0.006898165214806795,0.014837240800261497,0.005165089853107929,0.029857246205210686,0.01632835902273655,,,,1.923064040068877e-69
Tasym_mean,1.1966276528557877e-07,0.23083425756312648,0.19071231609950973,0.26662821696980166,0.2308415488213917,0.32095239928999075,0.28874411202997985,0.2917464672750414,0.21816033047536423,,,,1.3561780065698928e-07
Tlowamp_mean,3.793233110173207e-61,0.5158007144927979,0.09343906491994858,0.5732497572898865,0.10002408176660538,0.6281635761260986,0.08542991429567337,0.4727725684642792,0.13374793529510498,,,,1.074749381215742e-60
T_sign_discordance_rate,6.48851672004387e-34,0.29952485380116955,0.18203726715634508,0.3740234375,0.17860595732603732,0.43112947658402206,0.1301962590877414,0.3473731884057971,0.1695601609164939,STTC up vs NORM,0.4788449688270262,True,1.1030478424074579e-33
