class,rho,m_stab,log_stab
NORM,0.9807816743850708,0.0192183256149292,0.032342328849477076
NORM,0.9809372425079346,0.01906275749206543,0.03207798903726506
NORM,0.9807404279708862,0.01925957202911377,0.03241242137965904
NORM,0.9808492064476013,0.01915079355239868,0.03222757388861227
NORM,0.9808023571968079,0.01919764280319214,0.032307182404250935
NORM,0.9807928800582886,0.019207119941711426,0.03232328687937354
NORM,0.9807050824165344,0.019294917583465576,0.032472488566728325
NORM,0.9807552099227905,0.019244790077209473,0.03238730117443751
NORM,0.9808450937271118,0.019154906272888184,0.032234562270177715
NORM,0.9807663559913635,0.019233644008636475,0.032368359979745534
NORM,0.9808481931686401,0.019151806831359863,0.0322292956610602
NORM,0.9807721972465515,0.019227802753448486,0.03235843366421393
NORM,0.9808548092842102,0.019145190715789795,0.03221805353189135
NORM,0.9808124303817749,0.019187569618225098,0.03229006523965667
NORM,0.9807376861572266,0.019262313842773438,0.03241708081418978
NORM,0.9808046221733093,0.019195377826690674,0.03230333355902187
NORM,0.9809115529060364,0.019088447093963623,0.03212163766423625
NORM,0.9807312488555908,0.01926875114440918,0.03242802040732547
NORM,0.9808335900306702,0.019166409969329834,0.032254109637993016
NORM,0.9807947874069214,0.019205212593078613,0.032320045714639985
MI,0.9808610677719116,0.01913893222808838,0.0322074191551734
MI,0.9807303547859192,0.01926964521408081,0.03242953980094
MI,0.9806554913520813,0.0193445086479187,0.03255676860694863
MI,0.980747640132904,0.019252359867095947,0.03240016510319938
MI,0.9806239008903503,0.019376099109649658,0.032610458835592965
MI,0.9804949760437012,0.019505023956298828,0.03282959368461509
MI,0.9807122349739075,0.01928776502609253,0.03246033314336453
MI,0.9807323217391968,0.019267678260803223,0.032426197136816395
MI,0.9807271957397461,0.019272804260253906,0.03243490833613811
MI,0.9807541370391846,0.01924586296081543,0.032389124402396344
MI,0.9803467988967896,0.01965320110321045,0.03308148745278521
MI,0.9805565476417542,0.01944345235824585,0.032724936230409604
MI,0.9808109998703003,0.019189000129699707,0.032292496068889044
MI,0.9808711409568787,0.019128859043121338,0.03219030301514158
MI,0.9807140231132507,0.019285976886749268,0.0324572943013755
MI,0.9807528257369995,0.01924717426300049,0.03239135279483237
MI,0.9807379841804504,0.01926201581954956,0.0324165743532837
MI,0.9802907109260559,0.019709289073944092,0.03317684414231558
MI,0.9808050394058228,0.019194960594177246,0.03230262456218596
MI,0.9806897044181824,0.019310295581817627,0.03249862302716417
STTC,0.9807773232460022,0.019222676753997803,0.03234972286459367
STTC,0.9807491302490234,0.019250869750976562,0.032397632825909295
STTC,0.9806455969810486,0.019354403018951416,0.03257358460574583
STTC,0.9807363748550415,0.019263625144958496,0.03241930924400486
STTC,0.9807730317115784,0.01922696828842163,0.03235701562396402
STTC,0.980644941329956,0.019355058670043945,0.03257469892491316
STTC,0.9808021187782288,0.01919788122177124,0.03230758754637104
STTC,0.9807137250900269,0.019286274909973145,0.032457800774655564
STTC,0.9806843996047974,0.019315600395202637,0.032507638498118496
STTC,0.980800449848175,0.01919955015182495,0.0323104235439693
STTC,0.9805564880371094,0.019443511962890625,0.03272503754132103
STTC,0.9806557893753052,0.019344210624694824,0.03255626210359294
STTC,0.9807268381118774,0.01927316188812256,0.03243551609592943
STTC,0.9807055592536926,0.019294440746307373,0.03247167820241265
STTC,0.9807039499282837,0.01929605007171631,0.032474413183557184
STTC,0.9806784987449646,0.0193215012550354,0.03251766700063194
STTC,0.9806056022644043,0.019394397735595703,0.032641559438384024
STTC,0.980750322341919,0.019249677658081055,0.03239560700684739
STTC,0.9807842969894409,0.019215703010559082,0.03233787219867577
STTC,0.9806702733039856,0.019329726696014404,0.0325316462260301
CD,0.9798315167427063,0.0201684832572937,0.03395773794713311
CD,0.9797071814537048,0.020292818546295166,0.03416924229958753
CD,0.9804382920265198,0.019561707973480225,0.032925949193940436
CD,0.9806240200996399,0.019375979900360107,0.032610256227705484
CD,0.9807910323143005,0.019208967685699463,0.03232642676371989
CD,0.9807088375091553,0.019291162490844727,0.032466106958408465
CD,0.9808487296104431,0.019151270389556885,0.03222838413424855
CD,0.9807547926902771,0.0192452073097229,0.03238801020729561
CD,0.9807128310203552,0.019287168979644775,0.032459320195419215
CD,0.9807295799255371,0.01927042007446289,0.03243085660985969
CD,0.9807590246200562,0.019240975379943848,0.03238081860229238
CD,0.9806573390960693,0.019342660903930664,0.03255362828862465
CD,0.9806575775146484,0.019342422485351562,0.032553223086691264
CD,0.9807409048080444,0.019259095191955566,0.03241161104454862
CD,0.9806877374649048,0.019312262535095215,0.03250196583654833
CD,0.9806630611419678,0.019336938858032227,0.032543903469412855
CD,0.9806630611419678,0.019336938858032227,0.032543903469412855
CD,0.9807406663894653,0.019259333610534668,0.032412016212054584
CD,0.9807162284851074,0.019283771514892578,0.0324535464038865
CD,0.9807676672935486,0.019232332706451416,0.03236613161805148
