feature,kw_p,NORM_mean,NORM_std,MI_mean,MI_std,STTC_mean,STTC_std,CD_mean,CD_std,fdr_q
S_ST_internal_L2,3.756857055220114e-72,0.49891045689582825,0.03148806095123291,0.4707159996032715,0.032248299568891525,0.4601743221282959,0.02484329231083393,0.5014118552207947,0.04135812073945999,3.1933284969370967e-71
ST_L2,3.756857055220114e-72,0.49891042709350586,0.03148806095123291,0.4707159996032715,0.032248299568891525,0.4601743221282959,0.02484329231083393,0.5014118552207947,0.04135812073945999,3.1933284969370967e-71
ST_L1,1.0604325410621436e-64,1.1579501628875732,0.11175398528575897,1.0642659664154053,0.11084604263305664,1.0278018712997437,0.08903063088655472,1.1640024185180664,0.13740156590938568,6.00911773268548e-64
ST_max_abs,3.0739047241752917e-61,0.24516555666923523,0.0021971445530653,0.24305620789527893,0.0034063979983329773,0.24157890677452087,0.0037203922402113676,0.2448042929172516,0.004122892394661903,1.0451276062195991e-60
ST_signed_sum,1.658371322137611e-43,0.03763005509972572,0.07555406540632248,0.0005947455065324903,0.07563197612762451,-0.009970243088901043,0.05933080613613129,-0.101131871342659,0.1704140454530716,3.5240390595424234e-43
ST_spatial_disp,6.952079285136609e-62,0.48915544152259827,0.004903699271380901,0.4840577244758606,0.007782516069710255,0.4814436733722687,0.00795092061161995,0.48697468638420105,0.011121673509478569,2.9546336961830587e-61
ST_entropy,2.183895067873204e-33,1.7135653495788574,0.06847088783979416,1.6756559610366821,0.07423066347837448,1.656723141670227,0.07769935578107834,1.712001919746399,0.0728607326745987,4.125135128204941e-33
ST_anterior_strength,7.473536354819246e-54,0.29253479838371277,0.034309934824705124,0.26897722482681274,0.02744831144809723,0.2594553530216217,0.022991685196757317,0.2952819764614105,0.03758212924003601,2.1175019671987866e-53
ST_lateral_strength,2.3434440092765238e-18,0.14023977518081665,0.07099661231040955,0.11535812169313431,0.06557145714759827,0.09738068282604218,0.05943789705634117,0.12633676826953888,0.06990858167409897,3.621686196154628e-18
ST_inferior_strength,1.8259504441147014e-10,0.18481197953224182,0.058498602360486984,0.17185363173484802,0.060650765895843506,0.18031303584575653,0.04697638377547264,0.20085826516151428,0.05030639097094536,2.387781349996148e-10
ST_right_septal_strength,0.00048535087122665414,0.31632474064826965,0.028333062306046486,0.3127076029777527,0.030099881812930107,0.3097272515296936,0.029418697580695152,0.3159538209438324,0.031155958771705627,0.00051568530067832
ST_projected_L2,0.00043971720873033944,0.5945417902642396,0.03881146076969854,0.5865317434445944,0.05503342101571256,0.5868198756834989,0.052911036713686244,0.6061216840727358,0.05896254342297374,0.0004983461698943847
ST_projected_max_abs,2.5965306946527013e-11,0.2660946948096243,0.021794671155305548,0.25938591461383204,0.029076104614246794,0.25939899472150324,0.028327728276510564,0.27256091055527615,0.03115374859277334,3.678418484091327e-11
ST_projected_anterior_leads,5.252714840797927e-47,0.12961823634534222,0.01552162796864943,0.12068141363971845,0.018385145393413405,0.11680621292576852,0.017237856957466834,0.13861991879320143,0.04598854207344927,1.2756593184794964e-46
ST_projected_lateral_leads,0.39289135653399243,0.2176386308691684,0.025222787794653975,0.21592753340519805,0.02911531667833272,0.21846760239912927,0.02778599220939787,0.20753370080917397,0.05517252640513443,0.39289135653399243
ST_projected_inferior_leads,0.00017756051413786146,0.09705528554405758,0.027385260303703154,0.10076870480962316,0.029332455940768613,0.10376964192213839,0.030125946155021066,0.1051653038744163,0.037863732126472795,0.00021560919573883176
ST_projected_sign_discordance,7.324023514628749e-25,0.3046418128654971,0.05878909976929633,0.3382161458333333,0.06165247710965482,0.3415977961432507,0.06639489947655663,0.33106884057971014,0.08835933494865604,1.2450839974868873e-24
