group,mean_score
delta_root,3.4300825384865603
edge_prox,11.338249275086499
edge_leaf,43.64449978841468
APD,14.809069273155963
tau_dep,22.75621691270303
tau_rep,7.433759147815422
q,15.423432462446126
alpha_ST,0.2628134184814199
global_gain,15.881076056990443
