param,identifiability_score
edge_leaf4,46.16438971952563
tau_dep2,44.93322176669673
edge_leaf1,44.26220306609458
edge_leaf2,43.5787871036298
edge_leaf3,42.875142925450945
edge_leaf0,41.341976127372476
APD7,35.81413895715328
q6,28.914493891591924
tau_dep5,27.5135389851115
tau_dep4,26.071311063462886
