comparison,metric,difference,ci_lo,ci_hi,bootstrap_unit,n_boot
C5_minus_C0,macro_auroc,-0.0007770534190369993,-0.004146685183686674,0.0024735572475575755,patient,1000
C5_minus_C0,macro_f1,0.007919793150126253,-0.0032437687648170788,0.020382810087761608,patient,1000
C5_minus_C0,balanced_accuracy,0.008322915829424793,-0.0027743585808956417,0.01993557321225311,patient,1000
