feature,kw_p,NORM_mean,NORM_std,MI_mean,MI_std,STTC_mean,STTC_std,CD_mean,CD_std,expect,cliffs_delta,direction_ok,fdr_q
D_rep_old_APDdisp,1.6344620772049246e-35,0.19932319223880768,0.05261196568608284,0.17924509942531586,0.05023818463087082,0.15994581580162048,0.0486704558134079,0.18415139615535736,0.055329352617263794,,,,2.3154879427069768e-35
APD_mean,0.8199763201175255,0.2690008580684662,0.02722117118537426,0.2708893120288849,0.027882352471351624,0.2685927450656891,0.02743213064968586,0.2688538134098053,0.02908828854560852,,,,0.8199763201175255
APD_disp,1.6344620772049246e-35,0.19932319223880768,0.05261196568608284,0.17924509942531586,0.05023818463087082,0.15994581580162048,0.0486704558134079,0.18415139615535736,0.055329352617263794,,,,2.3154879427069768e-35
APD_cv,5.5159234087772225e-39,0.2399299144744873,0.05650503933429718,0.2132633924484253,0.05597914755344391,0.19237862527370453,0.047688569873571396,0.22449880838394165,0.06163683533668518,,,,9.377069794921278e-39
tau_rep_mean,1.0912639553660882e-27,0.07349709421396255,0.0030765654519200325,0.07329991459846497,0.003923326265066862,0.07568688690662384,0.0034760485868901014,0.07175810635089874,0.004184648394584656,,,,1.4270374800941152e-27
tau_rep_disp,1.0419160423266499e-73,0.05316882207989693,0.006727105937898159,0.04726659134030342,0.008231092244386673,0.041587602347135544,0.008250708691775799,0.05195723474025726,0.007976183667778969,STTC up vs NORM,-0.7066115702479339,False,1.771257271955305e-72
tau_rep_cv,1.1635247335091972e-59,0.2526841461658478,0.04658128693699837,0.22078287601470947,0.0543326772749424,0.1917543262243271,0.04967911168932915,0.24518194794654846,0.0523647703230381,,,,3.9559840939312704e-59
Tend_mean,0.4437211383485419,0.42263996601104736,0.03215651586651802,0.4239700436592102,0.03398864343762398,0.42641696333885193,0.03298741951584816,0.42483586072921753,0.03649188578128815,,,,0.4714537094953257
Tend_disp,5.446650549409429e-47,0.2578156590461731,0.051704954355955124,0.23116186261177063,0.05399920418858528,0.20817573368549347,0.04555926471948624,0.2351749688386917,0.0567733496427536,STTC up vs NORM,-0.5653726257793243,False,1.0288117704440033e-46
Tend_cv,5.783754277228637e-59,0.20610226690769196,0.03759080544114113,0.18470068275928497,0.044548410922288895,0.16077564656734467,0.03346771374344826,0.18633006513118744,0.04754894599318504,,,,1.638730378548114e-58
Sync_rep,1.1002348906679562e-47,0.18644241988658905,0.07706441730260849,0.22453102469444275,0.09161190688610077,0.2651892602443695,0.08433318883180618,0.22308191657066345,0.09637825936079025,STTC down vs NORM,0.5802432216905902,False,2.337999142669407e-47
Tpeak_maxabs,6.392327547842676e-69,0.32715553045272827,0.13854379951953888,0.24986974895000458,0.12240026146173477,0.17318101227283478,0.08493010699748993,0.44912219047546387,0.3365365266799927,STTC down vs NORM,-0.6889952153110048,True,3.6223189437775164e-68
Tarea_mean,1.9991778451686747e-52,0.006920287385582924,0.005290983244776726,0.005010463763028383,0.005354106426239014,0.000801117334049195,0.004294514190405607,0.010022616013884544,0.012694893404841423,,,,4.855146195409639e-52
Tabsarea_mean,3.4773386565543378e-71,0.022480590268969536,0.007766507100313902,0.017607441172003746,0.006636433303356171,0.013712786138057709,0.004925699904561043,0.02845967374742031,0.016695134341716766,,,,2.955737858071187e-70
Tasym_mean,3.5828421820219197e-10,0.06817611354622306,0.25427138911831165,0.10366195417738786,0.2850507157777383,0.1775016439570702,0.3437969775941445,0.1970025008319641,0.2515694458781725,,,,4.3505940781694743e-10
Tlowamp_mean,9.79194394494161e-63,0.5411536693572998,0.09337479621171951,0.6015311479568481,0.09629920870065689,0.6518315672874451,0.08065149188041687,0.4950424134731293,0.14132367074489594,,,,4.1615761766001844e-62
T_sign_discordance_rate,2.4332990359333283e-06,0.35827850877192985,0.1905270516832646,0.4065755208333333,0.16315024929559516,0.39841597796143247,0.11826344330359823,0.38360507246376807,0.17311332490393183,STTC up vs NORM,0.17521204871683338,True,2.7577389073911053e-06
