set,leads,D_logdet,A_trace_inv,E_lambda_min,eff_rank
greedy-3,V6+V1+aVL,198.85293579101562,238.4207763671875,0.006881892215460539,3.9377591609954834
clinical II+V1+V5,II+V1+V5,183.8936004638672,271.7083435058594,0.006814670283347368,3.4085464477539062
all-12,12,250.91029357910156,70.10371398925781,0.031358856707811356,4.600185871124268
