lead_set,CRB_delta_root,CRB_edge_prox,CRB_edge_leaf,CRB_APD,CRB_tau_dep,CRB_tau_rep,CRB_q,CRB_alpha_ST,CRB_global_gain
L12,0.08986177920606318,0.18345957474876,0.04221041263342028,0.11916243296517137,0.13070836905103145,0.14839693619780564,0.0531506899624053,3.2650670025951687,0.05804438118866993
II+V1+V5,0.13974346004525276,0.29556264272416943,0.07656486735812987,0.21782985351747675,0.22049623597110923,0.29377643645127804,0.1013317793802091,6.478610329225284,0.11403437409948014
I+II+V5,0.1504021344674208,0.3943815416956819,0.09675179981283126,0.2704698854099006,0.27873957469859434,0.3554631173595478,0.1300676610830328,7.546599669526235,0.1640439620113269
II,0.3402177755908945,1.5886951505643765,2.1873988207039985,3.051009987219791,2.906150600848967,4.872518782331844,2.8559516820998216,21.768182167527982,0.3603515718847021
