lead_set,CRB_delta_root,CRB_edge_prox,CRB_edge_leaf,CRB_APD,CRB_tau_dep,CRB_tau_rep,CRB_q,CRB_alpha_ST,CRB_global_gain
L12,0.2435630781384342,0.11916481405495051,0.023503694921456392,0.1875051869580635,0.14802186904515463,0.19902592761169513,0.07386679265108426,4.161692989605744,0.062208754880379497
II+V1+V5,0.380732175873958,0.19438374193539706,0.05384392036745071,0.3523856208980697,0.2577662986218722,0.4104915917895866,0.148022273826871,8.458178346425731,0.12390892630984718
I+II+V5,0.638849218078812,0.3643164106565723,0.06337431540662124,0.5711532886330778,0.4119611414432063,0.6044393031735136,0.21423308120719234,9.623036562846002,0.16162465731214398
II,3.043134699042904,1.318205431180508,0.23139770017257874,1.731231028411181,1.6755533674988143,1.7574487124170957,0.7797517386777184,21.14106381731742,0.3429194779733312
