feature_group,n_features,classifier,macro_auroc,macro_auprc,macro_f1,balanced_accuracy,multiclass_brier,toplabel_ece,auroc_ci_lo,auroc_ci_hi,bootstrap_unit,n_boot
C0_theta,47,logreg,0.892675952221772,0.7481693059118966,0.6750715106289406,0.6989790464485978,0.38631181738749915,0.04402812912755985,0.876523212590161,0.9068255409524634,patient,1000
C0_theta,47,xgboost,0.9027634704042153,0.7728832019122188,0.6992199657640834,0.6561912514833955,0.3233124964882156,0.04024469568259743,0.8888996648364461,0.9158152098963149,patient,1000
C1_theta_old,52,logreg,0.8927893037094916,0.7488447927189054,0.6776278603000042,0.7021244037361077,0.38628795603699656,0.04315599356156964,0.8767260782643398,0.9064244098753625,patient,1000
C1_theta_old,52,xgboost,0.9016394100499805,0.7723700797033434,0.6949734856054512,0.6522796702232697,0.32326702059597273,0.03191336723911567,0.8877315055331073,0.9152472294590063,patient,1000
C2_theta_rep,63,logreg,0.8970423985237768,0.7573596298343721,0.6787598160385051,0.700794876109887,0.3791344052862688,0.030888458219206657,0.8829539040819999,0.9112964702498426,patient,1000
C2_theta_rep,63,xgboost,0.90102408779864,0.7720469308279729,0.7039240693954724,0.6620523933097882,0.3226147876049837,0.03848275050539595,0.8866408155449754,0.9150539531873778,patient,1000
C3_theta_st,53,logreg,0.8927329850294906,0.7484906358685322,0.6707999225757487,0.69565530741351,0.38615900135319714,0.04439575239474828,0.8768445283942362,0.9068247395718588,patient,1000
C3_theta_st,53,xgboost,0.9030113278390393,0.7748601950420955,0.7050523326259792,0.6610159618666906,0.3205385527442102,0.030868458291667632,0.8890764086223675,0.9161800912281972,patient,1000
C4_theta_stab,49,logreg,0.8931625854968616,0.7498641952689657,0.6727850148139232,0.6968132743501428,0.385748465848546,0.03265148025819213,0.8777745469155585,0.9072281395976238,patient,1000
C4_theta_stab,49,xgboost,0.9015773076612261,0.771231306834814,0.7096654428069894,0.6655937598006538,0.32348400605464556,0.036816227297711085,0.886942545711059,0.9148464256367982,patient,1000
C5_theta_rep_st_stab,71,logreg,0.8965122579062599,0.7561561575495975,0.6806201740997722,0.7020455614169046,0.3799823192717666,0.03440727784468534,0.8821277521986385,0.9104645548438102,patient,1000
C5_theta_rep_st_stab,71,xgboost,0.9019863524773203,0.773211410871909,0.7038151707862634,0.6629209454646318,0.32172017269178915,0.03262741665543998,0.8872871013356792,0.9157567117891834,patient,1000
C6_compact_heuristic,31,logreg,0.8836422458819871,0.7320412267411708,0.6640376637752592,0.690309678741466,0.40878841082531125,0.0610010557125844,0.8676717642315042,0.8979524238237977,patient,1000
C6_compact_heuristic,31,xgboost,0.8987037344886346,0.7631216958864797,0.6873667023151651,0.6453241548980022,0.33172885094221194,0.033350685590333606,0.884188498567535,0.9125610088342421,patient,1000
