group,mean_score
delta_root,11.873246087299146
edge_prox,15.37254024183875
edge_leaf,42.27998905515166
APD,17.237984315184825
tau_dep,24.65740252294403
tau_rep,8.36196075185817
q,16.827723529922693
alpha_ST,0.20694502097289766
global_gain,15.59511369443152
