class,rho,m_stab,log_stab
NORM,0.9806166291236877,0.019383370876312256,0.03262281796330479
NORM,0.9802705645561218,0.019729435443878174,0.03321109686740028
NORM,0.9802026748657227,0.019797325134277344,0.03332652765385853
NORM,0.9803242683410645,0.019675731658935547,0.03311979160976423
NORM,0.980294406414032,0.019705593585968018,0.03317056117447496
NORM,0.9800530672073364,0.019946932792663574,0.033580929252780944
NORM,0.9802860021591187,0.019713997840881348,0.033184849893720315
NORM,0.9805261492729187,0.0194738507270813,0.03277660559457377
NORM,0.9804052710533142,0.01959472894668579,0.032982083152128555
NORM,0.9804227352142334,0.0195772647857666,0.03295239474014814
NORM,0.9803668856620789,0.019633114337921143,0.033047338721759856
NORM,0.9803375601768494,0.019662439823150635,0.03309719407734222
NORM,0.9802756309509277,0.019724369049072266,0.03320248295016238
NORM,0.9805752635002136,0.019424736499786377,0.03269312490877955
NORM,0.9804742336273193,0.019525766372680664,0.032864852467634494
NORM,0.9806931614875793,0.019306838512420654,0.0324927478026758
NORM,0.9796091914176941,0.020390808582305908,0.03433595016659186
NORM,0.9800922870635986,0.019907712936401367,0.033514233763180364
NORM,0.9804306030273438,0.01956939697265625,0.032939019928700956
NORM,0.9805553555488586,0.019444644451141357,0.032726962449808154
MI,0.9807573556900024,0.01924264430999756,0.032383654724503344
MI,0.9802825450897217,0.01971745491027832,0.033190727558472716
MI,0.9802130460739136,0.019786953926086426,0.03330889328500221
MI,0.9800355434417725,0.01996445655822754,0.0336107302278514
MI,0.9798340201377869,0.020165979862213135,0.033953479745872234
MI,0.9792773723602295,0.020722627639770508,0.03490058905624687
MI,0.9800942540168762,0.01990574598312378,0.03351088892289032
MI,0.9805672764778137,0.01943272352218628,0.032706700366672045
MI,0.9801015853881836,0.019898414611816406,0.03349842185003881
MI,0.9795688986778259,0.020431101322174072,0.03440450398181402
MI,0.980725109577179,0.019274890422821045,0.03243845360471174
MI,0.9796864986419678,0.020313501358032227,0.034204428034043416
MI,0.9787430167198181,0.021256983280181885,0.03581027596266104
MI,0.9797770380973816,0.020222961902618408,0.03405040721203737
MI,0.9801544547080994,0.019845545291900635,0.03340851978487789
MI,0.980223536491394,0.019776463508605957,0.033291056412060815
MI,0.980077862739563,0.01992213726043701,0.03353876279708869
MI,0.9799992442131042,0.020000755786895752,0.03367246251421004
MI,0.9804272651672363,0.019572734832763672,0.03294469407802468
MI,0.9804659485816956,0.019534051418304443,0.03287893592564535
STTC,0.9801807999610901,0.019819200038909912,0.033363722595378995
STTC,0.9802954196929932,0.019704580307006836,0.03316883842936589
STTC,0.9803990125656128,0.019600987434387207,0.032992722472852426
STTC,0.9798842668533325,0.02011573314666748,0.033868013863966435
STTC,0.9800910353660583,0.01990896463394165,0.03351636230140547
STTC,0.9802000522613525,0.01979994773864746,0.033330986949102914
STTC,0.9798727035522461,0.020127296447753906,0.03388768178070199
STTC,0.9797629714012146,0.0202370285987854,0.03407433578045086
STTC,0.980033814907074,0.019966185092926025,0.03361366980868708
STTC,0.9801121950149536,0.019887804985046387,0.03348038023494328
STTC,0.9800899624824524,0.019910037517547607,0.033518186764904916
STTC,0.9795138239860535,0.020486176013946533,0.03449821227888865
STTC,0.9806836843490601,0.01931631565093994,0.0325088540709669
STTC,0.9796891808509827,0.020310819149017334,0.03419986500062376
STTC,0.980134904384613,0.019865095615386963,0.03344176372643571
STTC,0.9804038405418396,0.0195961594581604,0.03298451499087765
STTC,0.979926347732544,0.020073652267456055,0.0337964408271608
STTC,0.9798928499221802,0.020107150077819824,0.0338534151480113
STTC,0.9803985953330994,0.019601404666900635,0.032993431763315526
STTC,0.9803606867790222,0.019639313220977783,0.03305787712790641
CD,0.979854941368103,0.020145058631896973,0.03391789377499189
CD,0.9806613922119141,0.019338607788085938,0.032546739869154795
CD,0.9800137281417847,0.019986271858215332,0.033647830145495834
CD,0.9804676175117493,0.019532382488250732,0.03287609896050305
CD,0.9801455736160278,0.019854426383972168,0.03342362137125788
CD,0.9802567362785339,0.019743263721466064,0.03323460802103758
CD,0.9800763726234436,0.019923627376556396,0.03354129680876829
CD,0.9805023670196533,0.01949763298034668,0.03281703039044782
CD,0.9801037311553955,0.019896268844604492,0.03349477296830924
CD,0.9800794124603271,0.01992058753967285,0.03353612742902889
CD,0.9805386066436768,0.019461393356323242,0.03275543109280047
CD,0.9799373745918274,0.020062625408172607,0.0337776863611458
CD,0.9791220426559448,0.020877957344055176,0.03516497112128215
CD,0.9799274206161499,0.020072579383850098,0.03379461605903747
CD,0.979774534702301,0.020225465297698975,0.03405466566094777
CD,0.9799044132232666,0.0200955867767334,0.03383374763564117
CD,0.9800077676773071,0.01999223232269287,0.033657966878662945
CD,0.9799697995185852,0.020030200481414795,0.03372253931616325
CD,0.9797112941741943,0.020288705825805664,0.03416224580115961
CD,0.9795878529548645,0.020412147045135498,0.03437225494235011
