balanced_accuracy,macro_f1,recall_NORM,precision_NORM,recall_MI,precision_MI,recall_STTC,precision_STTC,recall_CD,precision_CD,macro_auroc,MI_to_NORM,MI_total,rule,selected_on,recall_MI_lo,recall_MI_hi,MI_specificity
0.6542215786459613,0.695127920842443,0.9342105263157895,0.7867036011080333,0.48828125,0.6944444444444444,0.6074380165289256,0.7241379310344828,0.5869565217391305,0.84375,0.9014108235762697,97,256,argmax (paper),-,0.4208183365758755,0.5593460752494289,0.9590069728039764
0.643773484631787,0.662899499657073,0.8552631578947368,0.826271186440678,0.7109375,0.47150259067357514,0.45454545454545453,0.7432432432432432,0.5543478260869565,0.8793103448275862,0.9014108235762697,58,256,MI threshold @fold-9 sens>=0.70,"fold 9, t=0.1807",0.6463505858617211,0.7714478764478765,0.8476947552849711
0.6366140578409958,0.6467829244044385,0.8048245614035088,0.8378995433789954,0.7890625,0.42083333333333334,0.4090909090909091,0.7615384615384615,0.5434782608695652,0.9259259259259259,0.9014108235762697,45,256,MI threshold @fold-9 sens>=0.80,"fold 9, t=0.1371",0.7325060810500711,0.8413329388010862,0.7922699699341458
0.5563159598770102,0.5357415298312984,0.6293859649122807,0.8940809968847352,0.921875,0.295369211514393,0.2066115702479339,0.78125,0.4673913043478261,0.9662921348314607,0.9014108235762697,16,256,MI threshold @fold-9 sens>=0.90,"fold 9, t=0.0595",0.8796607843453832,0.9588053412711722,0.5790164191952502
0.6932821763833993,0.6864240101991799,0.8125,0.8382352941176471,0.5703125,0.5959183673469388,0.7272727272727273,0.6197183098591549,0.6630434782608695,0.6740331491712708,0.8997123164116101,61,256,inverse-frequency class weights,-,0.5038153590082075,0.6350237300653773,0.9260217502323557
0.6890917258941349,0.6700671551092501,0.7675438596491229,0.8547008547008547,0.60546875,0.5236486486486487,0.7148760330578512,0.596551724137931,0.6684782608695652,0.6507936507936508,0.8952117395073362,57,256,class-weighted logistic regression,-,,,
0.6918283983840642,0.704077026733019,0.8695175438596491,0.8269030239833159,0.55859375,0.6190476190476191,0.6652892561983471,0.6680497925311203,0.6739130434782609,0.7607361963190185,0.9020937738492276,72,256,prior-corrected argmax (full-PTB-XL prior),-,0.48915508319805195,0.6240292471942631,0.9340557867676328
