group,n_seeds,seed42,mean,std_ddof1,min,max
C0_theta,5,0.9010929847362688,0.9012009214186646,0.0031029628009901404,0.896741786612517,0.9051180162009422
C2_theta_rep,5,0.9004376411565225,0.8989919473792398,0.002895388318946354,0.8939617287344309,0.90102408779864
C3_theta_st,5,0.8995414421366748,0.9010557562518656,0.0026291946129204276,0.898493561810086,0.9046380517139774
C4_theta_stab,5,0.8998960382520481,0.9006413570329862,0.0027700933937872263,0.8965923537041475,0.9042173917006112
C5_theta_rep_st_stab,5,0.9014108235762697,0.9000755216837273,0.0029733527047824753,0.8951280230925194,0.902341113552184
C6_compact_heuristic,5,0.8937697253610236,0.8946195565305054,0.003073195185091802,0.8916816438004129,0.8987037344886346
