seed,class,quartile,n,nrmse_lo,nrmse_hi,nrmse_median,corr_median,recall,mean_p_true,median_p_true,frac_pred_NORM,corr_median_mean,corr_median_std,frac_pred_NORM_mean,frac_pred_NORM_std,mean_p_true_mean,mean_p_true_std,median_p_true_mean,median_p_true_std,n_mean,n_std,nrmse_hi_mean,nrmse_hi_std,nrmse_lo_mean,nrmse_lo_std,nrmse_median_mean,nrmse_median_std,quartile_mean,quartile_std,recall_mean,recall_std
3,MI,1,64.0,0.24200359,0.3436471975,0.32443412,0.9414372328050307,0.375,0.36040210723876953,0.22273477911949158,0.5625,,,,,,,,,,,,,,,,,,,,
3,MI,2,64.0,0.3436471975,0.40961820000000004,0.37294828999999996,0.9201434488567825,0.359375,0.3719852566719055,0.2676723599433899,0.53125,,,,,,,,,,,,,,,,,,,,
3,MI,3,64.0,0.40961820000000004,0.5052279225,0.45213221000000003,0.8958779117762634,0.40625,0.441275417804718,0.3647904396057129,0.375,,,,,,,,,,,,,,,,,,,,
3,MI,4,64.0,0.5052279225,0.9708411,0.66850895,0.7416742004631246,0.609375,0.5425888895988464,0.5635823011398315,0.15625,,,,,,,,,,,,,,,,,,,,
3,STTC,1,61.0,0.22098309,0.3333607175,0.3025215,0.9443940995630852,0.6885245901639344,0.5664290189743042,0.6332065463066101,0.2459016393442623,,,,,,,,,,,,,,,,,,,,
3,STTC,2,60.0,0.3333607175,0.381008805,0.35619966000000003,0.9305892653338609,0.6833333333333333,0.5871606469154358,0.6773805618286133,0.23333333333333334,,,,,,,,,,,,,,,,,,,,
3,STTC,3,60.0,0.381008805,0.45764008,0.40933808,0.9065340331475376,0.5833333333333334,0.4808419942855835,0.5173544883728027,0.31666666666666665,,,,,,,,,,,,,,,,,,,,
3,STTC,4,61.0,0.45764008,1.0013747,0.6239846,0.7752467219919269,0.6229508196721312,0.5417354106903076,0.6160196661949158,0.29508196721311475,,,,,,,,,,,,,,,,,,,,
3,CD,1,46.0,0.22787888,0.36327954,0.31154798,0.9384682674694316,0.5652173913043478,0.5496746301651001,0.5543742179870605,0.391304347826087,,,,,,,,,,,,,,,,,,,,
3,CD,2,46.0,0.36327954,0.42626901500000003,0.390490295,0.9135024391487985,0.45652173913043476,0.42215901613235474,0.2930809557437897,0.41304347826086957,,,,,,,,,,,,,,,,,,,,
3,CD,3,46.0,0.42626901500000003,0.587146625,0.460758465,0.8859139067586425,0.5652173913043478,0.5434631705284119,0.4782169759273529,0.3695652173913043,,,,,,,,,,,,,,,,,,,,
3,CD,4,46.0,0.587146625,0.9765665,0.70750845,0.7054000999194052,0.782608695652174,0.7649939060211182,0.9886237382888794,0.15217391304347827,,,,,,,,,,,,,,,,,,,,
4,NORM,1,228.0,0.19990177,0.32726770250000004,0.30311589,0.948697567214055,0.9517543859649122,0.8499696850776672,0.9162540435791016,0.9517543859649122,,,,,,,,,,,,,,,,,,,,
4,NORM,2,228.0,0.32726770250000004,0.365888475,0.346978785,0.9348871176141804,0.9605263157894737,0.8591613173484802,0.9393540620803833,0.9605263157894737,,,,,,,,,,,,,,,,,,,,
4,NORM,3,228.0,0.365888475,0.4112064725,0.38246937000000003,0.9208224044144275,0.9429824561403509,0.8483039736747742,0.9328722953796387,0.9429824561403509,,,,,,,,,,,,,,,,,,,,
4,NORM,4,228.0,0.4112064725,0.96080655,0.476561845,0.8813150494165691,0.8903508771929824,0.7807561755180359,0.8677867650985718,0.8903508771929824,,,,,,,,,,,,,,,,,,,,
4,MI,1,64.0,0.23868313,0.34778586,0.322008595,0.9428766156894008,0.390625,0.37873512506484985,0.3080666959285736,0.5625,,,,,,,,,,,,,,,,,,,,
4,MI,2,64.0,0.34778586,0.412094385,0.374160375,0.9178127283296366,0.4375,0.4026568830013275,0.3306935429573059,0.453125,,,,,,,,,,,,,,,,,,,,
4,MI,3,64.0,0.412094385,0.50788404,0.446133015,0.8826026716910969,0.546875,0.49497270584106445,0.43582475185394287,0.328125,,,,,,,,,,,,,,,,,,,,
4,MI,4,64.0,0.50788404,0.9709146,0.6682466,0.7380791107836461,0.625,0.5313582420349121,0.5291659832000732,0.140625,,,,,,,,,,,,,,,,,,,,
4,STTC,1,61.0,0.21840821,0.33151181750000003,0.29692137,0.9482698424104886,0.7213114754098361,0.5977165102958679,0.6670290231704712,0.22950819672131148,,,,,,,,,,,,,,,,,,,,
4,STTC,2,60.0,0.33151181750000003,0.382172125,0.35206997,0.9280770454379808,0.6166666666666667,0.5589893460273743,0.6547812819480896,0.2833333333333333,,,,,,,,,,,,,,,,,,,,
4,STTC,3,60.0,0.382172125,0.4637818875,0.4128636,0.9133844628973786,0.6166666666666667,0.5269681215286255,0.5483930110931396,0.2833333333333333,,,,,,,,,,,,,,,,,,,,
4,STTC,4,61.0,0.4637818875,0.9491275,0.6308046,0.801180414550311,0.6229508196721312,0.5465964078903198,0.6657944917678833,0.3114754098360656,,,,,,,,,,,,,,,,,,,,
4,CD,1,46.0,0.20878868,0.3529401025,0.31815963999999997,0.9357435372479217,0.5434782608695652,0.5817758440971375,0.6790446043014526,0.41304347826086957,,,,,,,,,,,,,,,,,,,,
4,CD,2,46.0,0.3529401025,0.420722735,0.39195937999999997,0.9149331248242001,0.5,0.46802178025245667,0.3734703063964844,0.43478260869565216,,,,,,,,,,,,,,,,,,,,
4,CD,3,46.0,0.420722735,0.497918505,0.45713203,0.8920915317825242,0.5652173913043478,0.5137345790863037,0.4586559534072876,0.30434782608695654,,,,,,,,,,,,,,,,,,,,
4,CD,4,46.0,0.497918505,0.9808811,0.6894178950000001,0.715545708071589,0.6739130434782609,0.670936644077301,0.9806451201438904,0.2608695652173913,,,,,,,,,,,,,,,,,,,,
MEAN_5SEED,CD,1,,,,,,,,,,0.933435002552708,0.004644411022514742,0.3565217391304348,0.04237736671656071,0.588389766216278,0.02540040871229647,0.7386613726615906,0.12852260161588783,46.0,0.0,0.361722182,0.007343799896746956,0.22750650600000002,0.01309666853769996,0.317849461,0.005226773918941765,1.0,0.0,0.6,0.04507922033332113
MEAN_5SEED,CD,2,,,,,,,,,,0.9119645478810376,0.004482123724939212,0.44782608695652176,0.03949109157518468,0.4318073630332947,0.025035390084545018,0.2944411873817444,0.06915465439294805,46.0,0.0,0.42803242199999997,0.009935239262214936,0.361722182,0.007343799896746956,0.395690895,0.007824330587240358,2.0,0.0,0.4391304347826087,0.041816052307981175
MEAN_5SEED,CD,3,,,,,,,,,,0.8874158214752619,0.009190327443791882,0.3782608695652174,0.04507922033332112,0.5291537404060364,0.01848355365873805,0.5525933802127838,0.10957812536776759,46.0,0.0,0.546427456,0.04925519072945867,0.42803242199999997,0.009935239262214936,0.465394674,0.012599368646421057,3.0,0.0,0.5565217391304348,0.01190701211967749
MEAN_5SEED,CD,4,,,,,,,,,,0.706325357608194,0.00676557607529056,0.19130434782608696,0.047129311714519125,0.7160688757896423,0.04534970423709414,0.9830730199813843,0.010644088734905905,46.0,0.0,1.0052421,0.02554520403050244,0.546427456,0.04925519072945867,0.700417866,0.009874968303417104,4.0,0.0,0.7391304347826086,0.04347826086956525
MEAN_5SEED,MI,1,,,,,,,,,,0.9397401135645176,0.003466917326223504,0.546875,0.01913663861549357,0.3730484366416931,0.018507983444781925,0.26852431893348694,0.0356818702864654,64.0,0.0,0.352051321,0.009314785050277342,0.246543014,0.00880187790162303,0.325786818,0.00816477998586812,1.0,0.0,0.375,0.019136638615493584
MEAN_5SEED,MI,2,,,,,,,,,,0.9165562016441331,0.004605758980907661,0.5125,0.03563048203434805,0.39411242604255675,0.014133026609729754,0.30380216240882874,0.028275060388145146,64.0,0.0,0.41741945999999996,0.011149943459883007,0.352051321,0.009314785050277342,0.379610357,0.009093433165118146,2.0,0.0,0.40625,0.03983608994994363
MEAN_5SEED,MI,3,,,,,,,,,,0.8831411410788459,0.008807925376202091,0.3625,0.025674494883054656,0.46808363795280455,0.022036144269820628,0.41182910203933715,0.028983951704512432,64.0,0.0,0.51370767,0.014356166175458897,0.41741945999999996,0.011149943459883007,0.455686971,0.011332840250261845,3.0,0.0,0.4875,0.06091746465505603
MEAN_5SEED,MI,4,,,,,,,,,,0.7359577892320001,0.005723873437284743,0.15625,0.04687500000000001,0.540910518169403,0.013668025667952832,0.5357401371002197,0.04335812200856536,64.0,0.0,0.9812581659999999,0.032926579266115405,0.51370767,0.014356166175458897,0.6703808880000001,0.005961191709026789,4.0,0.0,0.634375,0.054798993489844315
MEAN_5SEED,NORM,1,,,,,,,,,,0.9461935223953752,0.003999502839020158,0.9543859649122807,0.007339123039772553,0.8478924393653869,0.004762519541122088,0.9148070335388183,0.0038418877804499013,228.0,0.0,0.334165081,0.011722982782037941,0.215698004,0.01611533110077884,0.31351319699999997,0.01236883322816948,1.0,0.0,0.9543859649122807,0.007339123039772553
MEAN_5SEED,NORM,2,,,,,,,,,,0.9326403055398357,0.0035671595483405725,0.9456140350877194,0.013375395335067423,0.8514201998710632,0.008100590885592993,0.9269097566604614,0.009591467032134239,228.0,0.0,0.373121398,0.010696666400610264,0.334165081,0.011722982782037941,0.354338169,0.010721217304432724,2.0,0.0,0.9456140350877194,0.013375395335067423
MEAN_5SEED,NORM,3,,,,,,,,,,0.9185360434418135,0.003768576620559237,0.9640350877192982,0.015002308224988674,0.8639605641365051,0.011748015749414519,0.9315384030342102,0.010254440012311572,228.0,0.0,0.41948259849999997,0.010855570839149647,0.373121398,0.010696666400610264,0.392399803,0.01173417384183191,3.0,0.0,0.9640350877192982,0.015002308224988674
MEAN_5SEED,NORM,4,,,,,,,,,,0.8807003502346561,0.005826111626635229,0.8894736842105264,0.02508066395701016,0.76508549451828,0.010449500732878704,0.8496940970420838,0.014191383779445458,228.0,0.0,0.966781568,0.018151862026424933,0.41948259849999997,0.010855570839149647,0.478685864,0.010363391285900598,4.0,0.0,0.8894736842105264,0.02508066395701016
MEAN_5SEED,STTC,1,,,,,,,,,,0.9457662037725421,0.0039405201025931175,0.2360655737704918,0.04722905013405879,0.580720841884613,0.031907964333746416,0.6452391982078552,0.033573065115376624,61.0,0.0,0.335195228,0.011239993924915136,0.217757598,0.011900370655978331,0.301736176,0.011902739117414508,1.0,0.0,0.6983606557377049,0.05978551648790314
MEAN_5SEED,STTC,2,,,,,,,,,,0.9283072791950401,0.0037584569253064385,0.26,0.030276503540974914,0.5632387399673462,0.0234617558644499,0.6242012858390809,0.060997377429668584,60.0,0.0,0.385288218,0.010054055904688173,0.335195228,0.011239993924915136,0.35831936,0.010468757281164597,2.0,0.0,0.6533333333333333,0.02981423969999719
MEAN_5SEED,STTC,3,,,,,,,,,,0.9084103525066837,0.00516818905909565,0.30666666666666664,0.04944132324730443,0.5049896836280823,0.020672337407675594,0.5286017954349518,0.04164809639419299,60.0,0.0,0.46370245600000004,0.010542901238179532,0.385288218,0.010054055904688173,0.417229997,0.01062485287291109,3.0,0.0,0.6,0.03333333333333333
MEAN_5SEED,STTC,4,,,,,,,,,,0.7838152111468292,0.012226619919696724,0.3147540983606557,0.031533416494543186,0.5271131813526153,0.02514569622166248,0.6195392608642578,0.0395457808730819,61.0,0.0,0.9745158,0.04285339358160561,0.46370245600000004,0.010542901238179532,0.629814672,0.006157138280883377,4.0,0.0,0.6,0.024861886701808413
