seed,noise_model,leads,D_logdet,rank,n_precordial
3,empirical_diag,I+V1+V6,151.9,41,2
3,empirical_diag,II+V3+V4,151.829,42,2
3,empirical_diag,I+V4+V5,151.712,43,2
3,empirical_diag,I+II+V3,151.567,44,1
3,empirical_diag,V1+V5+V6,149.026,45,3
3,empirical_diag,II+V1+V5,148.888,46,2
3,empirical_diag,V4+V5+V6,144.248,47,3
3,empirical_diag,I+II+V4,140.56,48,1
3,empirical_diag,II+V4+V6,140.552,49,2
3,empirical_diag,II+V1+V6,140.179,50,2
3,empirical_diag,I+II+V1,138.557,51,1
3,empirical_diag,II+V4+V5,136.879,52,2
3,empirical_diag,I+V5+V6,133.204,53,2
3,empirical_diag,I+II+V5,120.694,54,1
3,empirical_diag,II+V5+V6,115.849,55,2
3,empirical_diag,I+II+V6,107.543,56,1
3,empirical_full,I+V2+V4,89.8242,1,2
3,empirical_full,I+V2+V5,86.6903,2,2
3,empirical_full,I+V3+V4,84.1714,3,2
3,empirical_full,II+V2+V5,83.9819,4,2
3,empirical_full,I+V3+V5,83.0788,5,2
3,empirical_full,V1+V2+V4,82.6645,6,3
3,empirical_full,II+V3+V5,81.6102,7,2
3,empirical_full,I+V2+V3,80.9568,8,2
3,empirical_full,II+V2+V4,80.1859,9,2
3,empirical_full,V2+V4+V5,79.7681,10,3
3,empirical_full,I+V2+V6,79.0658,11,2
3,empirical_full,V2+V4+V6,78.1484,12,3
3,empirical_full,I+V3+V6,78.054,13,2
3,empirical_full,V1+V2+V5,77.3663,14,3
3,empirical_full,V2+V3+V5,77.2567,15,3
3,empirical_full,II+V3+V6,76.3831,16,2
3,empirical_full,II+V2+V6,76.2635,17,2
3,empirical_full,II+V3+V4,75.5502,18,2
3,empirical_full,V1+V2+V3,75.4908,19,3
3,empirical_full,V2+V3+V6,73.7002,20,3
3,empirical_full,V1+V3+V4,73.6094,21,3
3,empirical_full,V3+V4+V5,73.4664,22,3
3,empirical_full,V2+V3+V4,72.5311,23,3
3,empirical_full,II+V4+V6,72.1281,24,2
3,empirical_full,I+V4+V6,72.0309,25,2
3,empirical_full,II+V4+V5,71.4761,26,2
3,empirical_full,V3+V4+V6,71.312,27,3
3,empirical_full,I+V4+V5,70.8715,28,2
3,empirical_full,I+V1+V4,70.8005,29,2
3,empirical_full,I+II+V4,69.8225,30,1
3,empirical_full,I+II+V3,69.4521,31,1
3,empirical_full,V2+V5+V6,69.2983,32,3
3,empirical_full,I+II+V2,69.0512,33,1
3,empirical_full,V1+V2+V6,68.8466,34,3
3,empirical_full,I+V1+V5,68.4859,35,2
3,empirical_full,II+V1+V4,67.9713,36,2
3,empirical_full,V1+V3+V5,67.7486,37,3
3,empirical_full,II+V1+V5,67.7286,38,2
3,empirical_full,II+V2+V3,65.5812,39,2
3,empirical_full,I+V1+V3,63.8177,40,2
3,empirical_full,II+V1+V3,63.0546,41,2
3,empirical_full,V3+V5+V6,62.6664,42,3
3,empirical_full,V1+V3+V6,61.4233,43,3
3,empirical_full,I+V1+V6,61.1331,44,2
3,empirical_full,I+II+V5,60.4081,45,1
3,empirical_full,II+V1+V2,58.4203,46,2
3,empirical_full,II+V5+V6,57.1599,47,2
3,empirical_full,I+V5+V6,56.1814,48,2
3,empirical_full,II+V1+V6,55.9984,49,2
3,empirical_full,I+II+V1,53.5358,50,1
3,empirical_full,V1+V4+V6,53.2396,51,3
3,empirical_full,V1+V4+V5,53.2358,52,3
3,empirical_full,V4+V5+V6,51.1214,53,3
3,empirical_full,I+V1+V2,47.4891,54,2
3,empirical_full,V1+V5+V6,47.3733,55,3
3,empirical_full,I+II+V6,46.1782,56,1
3,limb_artifact_x4,V1+V2+V5,189.904,1,3
3,limb_artifact_x4,V1+V2+V4,189.139,2,3
3,limb_artifact_x4,V1+V2+V6,187.942,3,3
3,limb_artifact_x4,V1+V3+V5,184.275,4,3
3,limb_artifact_x4,V1+V3+V6,183.341,5,3
3,limb_artifact_x4,V1+V3+V4,183.206,6,3
3,limb_artifact_x4,V1+V2+V3,181.421,7,3
3,limb_artifact_x4,I+V1+V4,180.922,8,2
3,limb_artifact_x4,I+V1+V5,180.446,9,2
3,limb_artifact_x4,V1+V4+V5,179.847,10,3
3,limb_artifact_x4,V1+V4+V6,179.163,11,3
3,limb_artifact_x4,I+V1+V6,178.038,12,2
3,limb_artifact_x4,V1+V5+V6,177.408,13,3
3,limb_artifact_x4,II+V1+V4,175.32,14,2
3,limb_artifact_x4,I+V1+V3,175.277,15,2
3,limb_artifact_x4,II+V1+V5,174.779,16,2
3,limb_artifact_x4,II+V1+V3,173.638,17,2
3,limb_artifact_x4,II+V1+V2,171.618,18,2
3,limb_artifact_x4,II+V1+V6,171.064,19,2
3,limb_artifact_x4,V2+V3+V6,170.871,20,3
3,limb_artifact_x4,V2+V4+V6,170.377,21,3
3,limb_artifact_x4,V2+V3+V5,169.129,22,3
3,limb_artifact_x4,V2+V4+V5,167.164,23,3
3,limb_artifact_x4,V2+V5+V6,166.602,24,3
3,limb_artifact_x4,I+V2+V5,165.846,25,2
3,limb_artifact_x4,I+V2+V6,165.84,26,2
3,limb_artifact_x4,I+V2+V4,164.879,27,2
3,limb_artifact_x4,I+V1+V2,163.393,28,2
3,limb_artifact_x4,V2+V3+V4,162.621,29,3
3,limb_artifact_x4,V3+V4+V6,161.908,30,3
3,limb_artifact_x4,I+V3+V6,161.451,31,2
3,limb_artifact_x4,I+II+V1,160.593,32,1
3,limb_artifact_x4,V3+V5+V6,159.493,33,3
3,limb_artifact_x4,II+V2+V6,159.199,34,2
3,limb_artifact_x4,I+V3+V5,158.573,35,2
3,limb_artifact_x4,II+V2+V5,157.516,36,2
3,limb_artifact_x4,V3+V4+V5,157.131,37,3
3,limb_artifact_x4,I+V2+V3,156.952,38,2
3,limb_artifact_x4,I+V3+V4,154.163,39,2
3,limb_artifact_x4,II+V3+V6,153.785,40,2
3,limb_artifact_x4,II+V2+V4,153.245,41,2
3,limb_artifact_x4,I+V4+V6,151.576,42,2
3,limb_artifact_x4,II+V3+V5,149.67,43,2
3,limb_artifact_x4,II+V2+V3,146.093,44,2
3,limb_artifact_x4,V4+V5+V6,145.886,45,3
3,limb_artifact_x4,I+V4+V5,143.3,46,2
3,limb_artifact_x4,I+II+V2,142.507,47,1
3,limb_artifact_x4,II+V4+V6,141.747,48,2
3,limb_artifact_x4,II+V3+V4,141.395,49,2
3,limb_artifact_x4,I+II+V3,138.538,50,1
3,limb_artifact_x4,I+V5+V6,133.775,51,2
3,limb_artifact_x4,II+V4+V5,131.263,52,2
3,limb_artifact_x4,I+II+V4,128.543,53,1
3,limb_artifact_x4,II+V5+V6,121.84,54,2
3,limb_artifact_x4,I+II+V5,112.681,55,1
3,limb_artifact_x4,I+II+V6,106.906,56,1
3,chest_artifact_x4,I+II+V1,189.109,1,1
3,chest_artifact_x4,I+II+V2,183.105,2,1
3,chest_artifact_x4,I+V1+V4,181.289,3,2
3,chest_artifact_x4,I+II+V3,180.487,4,1
3,chest_artifact_x4,I+V1+V5,180.428,5,2
3,chest_artifact_x4,I+V1+V6,178.614,6,2
3,chest_artifact_x4,I+V1+V3,177.229,7,2
3,chest_artifact_x4,I+II+V4,174.924,8,1
3,chest_artifact_x4,I+V2+V4,174.261,9,2
3,chest_artifact_x4,I+V2+V5,173.807,10,2
3,chest_artifact_x4,I+V2+V6,172.561,11,2
3,chest_artifact_x4,I+V3+V6,170.404,12,2
3,chest_artifact_x4,I+V1+V2,170.325,13,2
3,chest_artifact_x4,I+V3+V5,169.76,14,2
3,chest_artifact_x4,I+V2+V3,169.622,15,2
3,chest_artifact_x4,I+V3+V4,167.977,16,2
3,chest_artifact_x4,I+V4+V6,165.36,17,2
3,chest_artifact_x4,I+II+V5,164.927,18,1
3,chest_artifact_x4,II+V1+V2,164.563,19,2
3,chest_artifact_x4,II+V1+V3,164.021,20,2
3,chest_artifact_x4,II+V1+V4,162.919,21,2
3,chest_artifact_x4,I+V4+V5,161.992,22,2
3,chest_artifact_x4,II+V1+V5,161.747,23,2
3,chest_artifact_x4,I+II+V6,161.011,24,1
3,chest_artifact_x4,II+V1+V6,159.142,25,2
3,chest_artifact_x4,I+V5+V6,154.858,26,2
3,chest_artifact_x4,V1+V2+V5,154.167,27,3
3,chest_artifact_x4,V1+V2+V4,153.414,28,3
3,chest_artifact_x4,V1+V2+V6,152.217,29,3
3,chest_artifact_x4,V1+V3+V5,148.612,30,3
3,chest_artifact_x4,II+V2+V6,148.331,31,2
3,chest_artifact_x4,V1+V3+V6,147.678,32,3
3,chest_artifact_x4,V1+V3+V4,147.553,33,3
3,chest_artifact_x4,II+V2+V5,146.383,34,2
3,chest_artifact_x4,V1+V2+V3,145.783,35,3
3,chest_artifact_x4,V1+V4+V5,144.385,36,3
3,chest_artifact_x4,V1+V4+V6,143.68,37,3
3,chest_artifact_x4,II+V3+V6,143.553,38,2
3,chest_artifact_x4,II+V2+V4,142.96,39,2
3,chest_artifact_x4,V1+V5+V6,141.93,40,3
3,chest_artifact_x4,II+V2+V3,141.491,41,2
3,chest_artifact_x4,II+V3+V5,139.984,42,2
3,chest_artifact_x4,V2+V3+V6,135.303,43,3
3,chest_artifact_x4,V2+V4+V6,134.778,44,3
3,chest_artifact_x4,II+V3+V4,134.61,45,2
3,chest_artifact_x4,V2+V3+V5,133.591,46,3
3,chest_artifact_x4,II+V4+V6,133.318,47,2
3,chest_artifact_x4,V2+V4+V5,131.612,48,3
3,chest_artifact_x4,V2+V5+V6,131.116,49,3
3,chest_artifact_x4,V2+V3+V4,127.27,50,3
3,chest_artifact_x4,V3+V4+V6,126.436,51,3
3,chest_artifact_x4,II+V4+V5,125.206,52,2
3,chest_artifact_x4,V3+V5+V6,124.106,53,3
3,chest_artifact_x4,V3+V4+V5,121.712,54,3
3,chest_artifact_x4,II+V5+V6,120.286,55,2
3,chest_artifact_x4,V4+V5+V6,110.62,56,3
3,ar1_rho0.8,I+V1+V4,79.5451,1,2
3,ar1_rho0.8,I+V1+V5,78.8369,2,2
3,ar1_rho0.8,I+V1+V6,76.9961,3,2
3,ar1_rho0.8,V1+V2+V5,76.0656,4,3
3,ar1_rho0.8,V1+V2+V4,75.3335,5,3
3,ar1_rho0.8,I+V1+V3,75.1519,6,2
3,ar1_rho0.8,V1+V2+V6,74.2275,7,3
3,ar1_rho0.8,I+II+V1,73.3662,8,1
3,ar1_rho0.8,V1+V3+V5,71.9015,9,3
3,ar1_rho0.8,V1+V3+V4,70.9075,10,3
3,ar1_rho0.8,V1+V3+V6,70.8803,11,3
3,ar1_rho0.8,II+V1+V4,70.0419,12,2
3,ar1_rho0.8,II+V1+V3,69.9119,13,2
3,ar1_rho0.8,II+V1+V2,69.5869,14,2
3,ar1_rho0.8,V1+V4+V5,69.2931,15,3
3,ar1_rho0.8,II+V1+V5,69.1431,16,2
3,ar1_rho0.8,V1+V2+V3,68.7058,17,3
3,ar1_rho0.8,V1+V4+V6,68.4449,18,3
3,ar1_rho0.8,I+V2+V5,67.8325,19,2
3,ar1_rho0.8,I+V2+V4,67.7867,20,2
3,ar1_rho0.8,I+V1+V2,67.7361,21,2
3,ar1_rho0.8,I+V2+V6,67.2607,22,2
3,ar1_rho0.8,V1+V5+V6,66.7589,23,3
3,ar1_rho0.8,II+V1+V6,66.2125,24,2
3,ar1_rho0.8,I+V3+V6,63.9916,25,2
3,ar1_rho0.8,I+V3+V5,62.43,26,2
3,ar1_rho0.8,I+V2+V3,62.4277,27,2
3,ar1_rho0.8,I+II+V2,61.8729,28,1
3,ar1_rho0.8,I+V3+V4,60.1839,29,2
3,ar1_rho0.8,V2+V3+V6,59.4263,30,3
3,ar1_rho0.8,V2+V4+V6,58.2793,31,3
3,ar1_rho0.8,I+II+V3,58.2593,32,1
3,ar1_rho0.8,V2+V3+V5,58.0725,33,3
3,ar1_rho0.8,I+V4+V6,56.836,34,2
3,ar1_rho0.8,V2+V5+V6,55.8409,35,3
3,ar1_rho0.8,V2+V4+V5,55.7079,36,3
3,ar1_rho0.8,II+V2+V6,54.6981,37,2
3,ar1_rho0.8,V2+V3+V4,53.2449,38,3
3,ar1_rho0.8,II+V2+V5,53.0098,39,2
3,ar1_rho0.8,I+V4+V5,52.0481,40,2
3,ar1_rho0.8,V3+V4+V6,51.1499,41,3
3,ar1_rho0.8,I+II+V4,51.0205,42,1
3,ar1_rho0.8,II+V2+V4,50.0614,43,2
3,ar1_rho0.8,II+V3+V6,49.6619,44,2
3,ar1_rho0.8,V3+V5+V6,49.4293,45,3
3,ar1_rho0.8,II+V2+V3,47.7485,46,2
3,ar1_rho0.8,V3+V4+V5,46.869,47,3
3,ar1_rho0.8,II+V3+V5,46.0506,48,2
3,ar1_rho0.8,I+V5+V6,43.5529,49,2
3,ar1_rho0.8,II+V3+V4,40.5418,50,2
3,ar1_rho0.8,I+II+V5,39.1602,51,1
3,ar1_rho0.8,II+V4+V6,38.5999,52,2
3,ar1_rho0.8,V4+V5+V6,36.536,53,3
3,ar1_rho0.8,I+II+V6,35.2209,54,1
3,ar1_rho0.8,II+V4+V5,30.0189,55,2
3,ar1_rho0.8,II+V5+V6,22.5711,56,2
3,empirical_full_ar1,I+V2+V4,-10.0011,1,2
3,empirical_full_ar1,I+V2+V5,-12.8442,2,2
3,empirical_full_ar1,II+V2+V5,-14.1495,3,2
3,empirical_full_ar1,I+V3+V4,-15.3085,4,2
3,empirical_full_ar1,V1+V2+V4,-16.2159,5,3
3,empirical_full_ar1,I+V3+V5,-16.3335,6,2
3,empirical_full_ar1,II+V3+V5,-16.6197,7,2
3,empirical_full_ar1,II+V2+V4,-16.7421,8,2
3,empirical_full_ar1,I+V2+V3,-18.2874,9,2
3,empirical_full_ar1,V2+V4+V5,-18.7182,10,3
3,empirical_full_ar1,V2+V4+V6,-19.8955,11,3
3,empirical_full_ar1,I+V2+V6,-19.9387,12,2
3,empirical_full_ar1,V1+V2+V5,-20.9036,13,3
3,empirical_full_ar1,V2+V3+V5,-20.9873,14,3
3,empirical_full_ar1,I+V3+V6,-21.0045,15,2
3,empirical_full_ar1,II+V3+V4,-21.4072,16,2
3,empirical_full_ar1,II+V3+V6,-21.7005,17,2
3,empirical_full_ar1,II+V2+V6,-21.7791,18,2
3,empirical_full_ar1,V1+V2+V3,-23.0672,19,3
3,empirical_full_ar1,V2+V3+V4,-23.9182,20,3
3,empirical_full_ar1,V2+V3+V6,-24.2427,21,3
3,empirical_full_ar1,V3+V4+V5,-24.3037,22,3
3,empirical_full_ar1,V1+V3+V4,-24.3282,23,3
3,empirical_full_ar1,II+V4+V6,-25.7159,24,2
3,empirical_full_ar1,V3+V4+V6,-25.9073,25,3
3,empirical_full_ar1,II+V4+V5,-26.2946,26,2
3,empirical_full_ar1,V2+V5+V6,-26.6453,27,3
3,empirical_full_ar1,I+V4+V6,-26.7197,28,2
3,empirical_full_ar1,I+V4+V5,-27.84,29,2
3,empirical_full_ar1,I+V1+V4,-27.8516,30,2
3,empirical_full_ar1,I+II+V4,-28.1395,31,1
3,empirical_full_ar1,I+II+V3,-28.6586,32,1
3,empirical_full_ar1,V1+V2+V6,-28.7203,33,3
3,empirical_full_ar1,V1+V3+V5,-29.1712,34,3
3,empirical_full_ar1,I+II+V2,-29.2283,35,1
3,empirical_full_ar1,II+V1+V4,-29.4358,36,2
3,empirical_full_ar1,II+V1+V5,-29.9596,37,2
3,empirical_full_ar1,II+V2+V3,-29.9738,38,2
3,empirical_full_ar1,I+V1+V5,-29.9988,39,2
3,empirical_full_ar1,V3+V5+V6,-32.0445,40,3
3,empirical_full_ar1,I+V1+V3,-33.8692,41,2
3,empirical_full_ar1,II+V1+V3,-34.0945,42,2
3,empirical_full_ar1,V1+V3+V6,-34.8285,43,3
3,empirical_full_ar1,I+II+V5,-35.7301,44,1
3,empirical_full_ar1,I+V1+V6,-36.7128,45,2
3,empirical_full_ar1,II+V1+V2,-38.6543,46,2
3,empirical_full_ar1,II+V5+V6,-39.6688,47,2
3,empirical_full_ar1,V1+V4+V5,-40.644,48,3
3,empirical_full_ar1,V1+V4+V6,-40.9879,49,3
3,empirical_full_ar1,II+V1+V6,-41.097,50,2
3,empirical_full_ar1,I+V5+V6,-41.3282,51,2
3,empirical_full_ar1,V4+V5+V6,-43.1604,52,3
3,empirical_full_ar1,I+II+V1,-43.8435,53,1
3,empirical_full_ar1,V1+V5+V6,-46.7509,54,3
3,empirical_full_ar1,I+V1+V2,-47.1838,55,2
3,empirical_full_ar1,I+II+V6,-47.4929,56,1
4,identity,I+V1+V5,185.481,1,2
4,identity,I+V1+V4,184.195,2,2
4,identity,I+V1+V6,182.535,3,2
4,identity,V1+V2+V5,180.147,4,3
4,identity,I+V2+V5,178.272,5,2
4,identity,V1+V2+V4,177.157,6,3
4,identity,V1+V2+V6,176.943,7,3
4,identity,II+V1+V5,176.836,8,2
4,identity,I+V1+V3,176.616,9,2
4,identity,I+V2+V6,176.436,10,2
4,identity,V1+V3+V5,175.749,11,3
4,identity,I+II+V1,175.551,12,1
4,identity,I+V2+V4,175.315,13,2
4,identity,II+V1+V4,175.09,14,2
4,identity,V1+V4+V5,174.796,15,3
4,identity,V1+V3+V6,174.249,16,3
4,identity,V1+V4+V6,174.04,17,3
4,identity,I+V3+V6,174.04,18,2
4,identity,V1+V5+V6,173.959,19,3
4,identity,I+V3+V5,173.029,20,2
4,identity,II+V1+V6,172.294,21,2
4,identity,V1+V3+V4,172.272,22,3
4,identity,I+V4+V6,170.561,23,2
4,identity,II+V1+V3,169.541,24,2
4,identity,V2+V4+V6,169.104,25,3
4,identity,I+II+V2,167.947,26,1
4,identity,I+V1+V2,167.353,27,2
4,identity,V2+V4+V5,166.803,28,3
4,identity,V2+V5+V6,166.625,29,3
4,identity,II+V2+V5,166.348,30,2
4,identity,I+V3+V4,166.164,31,2
4,identity,V1+V2+V3,166.159,32,3
4,identity,II+V2+V6,166.086,33,2
4,identity,I+V4+V5,165.384,34,2
4,identity,II+V1+V2,165.284,35,2
4,identity,I+II+V3,165.168,36,1
4,identity,I+V2+V3,165.01,37,2
4,identity,II+V3+V6,164.167,38,2
4,identity,V2+V3+V6,164.137,39,3
4,identity,V2+V3+V5,162.883,40,3
4,identity,II+V3+V5,162.642,41,2
4,identity,I+II+V4,162.384,42,1
4,identity,V3+V4+V6,162.035,43,3
4,identity,V3+V5+V6,161.748,44,3
4,identity,II+V4+V6,160.761,45,2
4,identity,V3+V4+V5,158.772,46,3
4,identity,I+V5+V6,158.372,47,2
4,identity,II+V2+V4,156.449,48,2
4,identity,II+V4+V5,156.141,49,2
4,identity,V4+V5+V6,155.027,50,3
4,identity,II+V3+V4,149.601,51,2
4,identity,I+II+V5,149.586,52,1
4,identity,V2+V3+V4,147.544,53,3
4,identity,II+V5+V6,146.288,54,2
4,identity,I+II+V6,143.152,55,1
4,identity,II+V2+V3,139.399,56,2
4,empirical_diag,V2+V4+V5,182.945,1,3
4,empirical_diag,I+V2+V5,180.933,2,2
4,empirical_diag,I+V2+V4,180.274,3,2
4,empirical_diag,V2+V4+V6,179.92,4,3
4,empirical_diag,V1+V2+V5,179.144,5,3
4,empirical_diag,V2+V3+V5,178.746,6,3
4,empirical_diag,V1+V2+V4,178.567,7,3
4,empirical_diag,V2+V5+V6,175.835,8,3
4,empirical_diag,I+V3+V5,175.409,9,2
4,empirical_diag,V3+V4+V5,174.378,10,3
4,empirical_diag,V2+V3+V6,173.431,11,3
4,empirical_diag,V1+V3+V5,172.93,12,3
4,empirical_diag,I+V2+V6,172.454,13,2
4,empirical_diag,V3+V4+V6,171.753,14,3
4,empirical_diag,II+V2+V5,171.717,15,2
4,empirical_diag,V1+V3+V4,170.629,16,3
4,empirical_diag,V3+V5+V6,170.582,17,3
4,empirical_diag,I+V3+V4,170.409,18,2
4,empirical_diag,I+V3+V6,169.977,19,2
4,empirical_diag,V1+V2+V6,169.639,20,3
4,empirical_diag,V1+V4+V5,169.045,21,3
4,empirical_diag,I+V1+V4,168.474,22,2
4,empirical_diag,V2+V3+V4,167.556,23,3
4,empirical_diag,II+V3+V5,167.247,24,2
4,empirical_diag,I+V4+V5,167.21,25,2
4,empirical_diag,I+V2+V3,166.976,26,2
4,empirical_diag,I+V4+V6,166.865,27,2
4,empirical_diag,V1+V3+V6,166.236,28,3
4,empirical_diag,I+V1+V5,165.933,29,2
4,empirical_diag,V1+V2+V3,165.274,30,3
4,empirical_diag,II+V2+V4,165.094,31,2
4,empirical_diag,V1+V4+V6,165.008,32,3
4,empirical_diag,II+V2+V6,163.959,33,2
4,empirical_diag,V4+V5+V6,163.058,34,3
4,empirical_diag,II+V3+V6,161.882,35,2
4,empirical_diag,II+V1+V4,161.131,36,2
4,empirical_diag,II+V4+V5,160.109,37,2
4,empirical_diag,V1+V5+V6,159.632,38,3
4,empirical_diag,I+V1+V3,159.073,39,2
4,empirical_diag,II+V4+V6,158.896,40,2
4,empirical_diag,II+V1+V5,158.615,41,2
4,empirical_diag,II+V3+V4,156.538,42,2
4,empirical_diag,I+V1+V6,155.553,43,2
4,empirical_diag,I+II+V2,154.411,44,1
4,empirical_diag,II+V1+V3,154.044,45,2
4,empirical_diag,I+II+V4,151.625,46,1
4,empirical_diag,I+II+V3,151.211,47,1
4,empirical_diag,I+V1+V2,150.795,48,2
4,empirical_diag,II+V1+V2,149.662,49,2
4,empirical_diag,I+V5+V6,148.785,50,2
4,empirical_diag,II+V1+V6,146.026,51,2
4,empirical_diag,II+V2+V3,145.398,52,2
4,empirical_diag,II+V5+V6,138.989,53,2
4,empirical_diag,I+II+V1,136.193,54,1
4,empirical_diag,I+II+V5,132.449,55,1
4,empirical_diag,I+II+V6,118.129,56,1
4,empirical_full,I+V2+V4,95.1736,1,2
4,empirical_full,II+V2+V5,92.1508,2,2
4,empirical_full,I+V2+V5,91.94,3,2
4,empirical_full,II+V2+V4,91.4217,4,2
4,empirical_full,V1+V2+V4,89.6955,5,3
4,empirical_full,II+V3+V5,89.07,6,2
4,empirical_full,I+V3+V4,88.6187,7,2
4,empirical_full,I+V3+V5,87.458,8,2
4,empirical_full,V2+V4+V5,86.7079,9,3
4,empirical_full,V2+V4+V6,85.2644,10,3
4,empirical_full,II+V3+V4,85.1581,11,2
4,empirical_full,V2+V3+V5,82.7498,12,3
4,empirical_full,V1+V2+V5,82.7446,13,3
4,empirical_full,II+V3+V6,81.7321,14,2
4,empirical_full,I+V2+V3,81.7267,15,2
4,empirical_full,II+V4+V5,81.5337,16,2
4,empirical_full,II+V4+V6,81.46,17,2
4,empirical_full,II+V2+V6,80.9103,18,2
4,empirical_full,V1+V3+V4,79.8697,19,3
4,empirical_full,I+V2+V6,79.7806,20,2
4,empirical_full,V2+V3+V4,79.6612,21,3
4,empirical_full,V3+V4+V5,79.645,22,3
4,empirical_full,I+V3+V6,79.1291,23,2
4,empirical_full,V1+V2+V3,78.8843,24,3
4,empirical_full,I+V1+V5,78.0689,25,2
4,empirical_full,V2+V3+V6,77.7001,26,3
4,empirical_full,I+V4+V6,77.6183,27,2
4,empirical_full,I+V4+V5,77.5431,28,2
4,empirical_full,V3+V4+V6,77.5418,29,3
4,empirical_full,II+V1+V5,77.2448,30,2
4,empirical_full,I+V1+V4,77.1661,31,2
4,empirical_full,II+V1+V4,77.0236,32,2
4,empirical_full,V2+V5+V6,75.0125,33,3
4,empirical_full,I+II+V4,73.2603,34,1
4,empirical_full,V1+V3+V5,71.9161,35,3
4,empirical_full,V1+V2+V6,71.0683,36,3
4,empirical_full,II+V5+V6,69.5501,37,2
4,empirical_full,II+V2+V3,68.9606,38,2
4,empirical_full,I+V5+V6,68.8227,39,2
4,empirical_full,I+II+V2,67.9358,40,1
4,empirical_full,I+II+V3,67.0233,41,1
4,empirical_full,V3+V5+V6,66.9513,42,3
4,empirical_full,I+II+V5,66.8261,43,1
4,empirical_full,II+V1+V3,65.351,44,2
4,empirical_full,I+V1+V6,64.9896,45,2
4,empirical_full,V1+V3+V6,63.3849,46,3
4,empirical_full,I+V1+V3,62.605,47,2
4,empirical_full,II+V1+V6,60.9805,48,2
4,empirical_full,II+V1+V2,59.1484,49,2
4,empirical_full,V1+V4+V5,59.1388,50,3
4,empirical_full,V1+V4+V6,58.8302,51,3
4,empirical_full,V4+V5+V6,57.5773,52,3
4,empirical_full,V1+V5+V6,55.2045,53,3
4,empirical_full,I+II+V1,51.2558,54,1
4,empirical_full,I+II+V6,49.2159,55,1
4,empirical_full,I+V1+V2,47.4665,56,2
4,limb_artifact_x4,V1+V2+V5,189.808,1,3
4,limb_artifact_x4,V1+V2+V4,186.81,2,3
4,limb_artifact_x4,V1+V2+V6,186.599,3,3
4,limb_artifact_x4,V1+V3+V5,185.395,4,3
4,limb_artifact_x4,V1+V4+V5,184.39,5,3
4,limb_artifact_x4,V1+V3+V6,183.894,6,3
4,limb_artifact_x4,V1+V4+V6,183.645,7,3
4,limb_artifact_x4,V1+V5+V6,183.562,8,3
4,limb_artifact_x4,I+V1+V5,182.204,9,2
4,limb_artifact_x4,V1+V3+V4,181.911,10,3
4,limb_artifact_x4,I+V1+V4,180.188,11,2
4,limb_artifact_x4,V2+V4+V6,178.746,12,3
4,limb_artifact_x4,I+V1+V6,178.471,13,2
4,limb_artifact_x4,II+V1+V5,177.466,14,2
4,limb_artifact_x4,V2+V4+V5,176.436,15,3
4,limb_artifact_x4,V2+V5+V6,176.238,16,3
4,limb_artifact_x4,V1+V2+V3,175.788,17,3
4,limb_artifact_x4,II+V1+V4,175.282,18,2
4,limb_artifact_x4,V2+V3+V6,173.761,19,3
4,limb_artifact_x4,I+V2+V5,173.443,20,2
4,limb_artifact_x4,II+V1+V6,172.694,21,2
4,limb_artifact_x4,V2+V3+V5,172.5,22,3
4,limb_artifact_x4,V3+V4+V6,171.646,23,3
4,limb_artifact_x4,I+V2+V6,171.374,24,2
4,limb_artifact_x4,V3+V5+V6,171.322,25,3
4,limb_artifact_x4,I+V1+V3,170.807,26,2
4,limb_artifact_x4,I+V3+V6,169.24,27,2
4,limb_artifact_x4,I+V2+V4,168.469,28,2
4,limb_artifact_x4,V3+V4+V5,168.373,29,3
4,limb_artifact_x4,II+V1+V3,168.253,30,2
4,limb_artifact_x4,I+V3+V5,168.159,31,2
4,limb_artifact_x4,I+V4+V6,166.076,32,2
4,limb_artifact_x4,II+V2+V5,165.965,33,2
4,limb_artifact_x4,II+V2+V6,165.523,34,2
4,limb_artifact_x4,V4+V5+V6,164.584,35,3
4,limb_artifact_x4,II+V3+V6,163.387,36,2
4,limb_artifact_x4,II+V1+V2,162.5,37,2
4,limb_artifact_x4,II+V3+V5,161.621,38,2
4,limb_artifact_x4,I+V4+V5,160.468,39,2
4,limb_artifact_x4,I+V1+V2,160.083,40,2
4,limb_artifact_x4,II+V4+V6,160.051,41,2
4,limb_artifact_x4,I+V3+V4,158.822,42,2
4,limb_artifact_x4,V2+V3+V4,157.069,43,3
4,limb_artifact_x4,II+V4+V5,154.935,44,2
4,limb_artifact_x4,II+V2+V4,154.755,45,2
4,limb_artifact_x4,I+V2+V3,153.668,46,2
4,limb_artifact_x4,I+II+V1,152.969,47,1
4,limb_artifact_x4,I+V5+V6,151.81,48,2
4,limb_artifact_x4,II+V3+V4,146.456,49,2
4,limb_artifact_x4,II+V5+V6,144.838,50,2
4,limb_artifact_x4,I+II+V2,140.994,51,1
4,limb_artifact_x4,I+II+V4,140.5,52,1
4,limb_artifact_x4,I+II+V3,138.222,53,1
4,limb_artifact_x4,II+V2+V3,133.865,54,2
4,limb_artifact_x4,I+II+V5,126.284,55,1
4,limb_artifact_x4,I+II+V6,121.447,56,1
4,chest_artifact_x4,I+II+V1,190.836,1,1
4,chest_artifact_x4,I+II+V2,186.587,2,1
4,chest_artifact_x4,I+II+V3,184.173,3,1
