seed,noise_model,leads,D_logdet,rank,n_precordial
4,chest_artifact_x4,I+V1+V5,181.713,4,2
4,chest_artifact_x4,I+V1+V4,181.463,5,2
4,chest_artifact_x4,I+II+V4,179.827,6,1
4,chest_artifact_x4,I+V1+V6,179.511,7,2
4,chest_artifact_x4,I+V2+V5,176.508,8,2
4,chest_artifact_x4,I+V1+V3,176.037,9,2
4,chest_artifact_x4,I+V2+V4,175.485,10,2
4,chest_artifact_x4,I+V2+V6,175.006,11,2
4,chest_artifact_x4,I+V3+V6,172.657,12,2
4,chest_artifact_x4,I+V3+V5,171.706,13,2
4,chest_artifact_x4,I+II+V5,169.426,14,1
4,chest_artifact_x4,I+V4+V6,168.975,15,2
4,chest_artifact_x4,I+V2+V3,168.763,16,2
4,chest_artifact_x4,I+V1+V2,168.204,17,2
4,chest_artifact_x4,I+V3+V4,167.32,18,2
4,chest_artifact_x4,II+V1+V5,167.093,19,2
4,chest_artifact_x4,II+V1+V4,166.258,20,2
4,chest_artifact_x4,I+V4+V5,164.565,21,2
4,chest_artifact_x4,I+II+V6,164.194,22,1
4,chest_artifact_x4,II+V1+V6,163.189,23,2
4,chest_artifact_x4,II+V1+V3,162.978,24,2
4,chest_artifact_x4,II+V1+V2,160.691,25,2
4,chest_artifact_x4,I+V5+V6,159.323,26,2
4,chest_artifact_x4,II+V2+V6,158.154,27,2
4,chest_artifact_x4,II+V2+V5,158.116,28,2
4,chest_artifact_x4,II+V3+V6,156.423,29,2
4,chest_artifact_x4,II+V3+V5,155.052,30,2
4,chest_artifact_x4,V1+V2+V5,154.205,31,3
4,chest_artifact_x4,II+V4+V6,152.426,32,2
4,chest_artifact_x4,V1+V2+V4,151.241,33,3
4,chest_artifact_x4,V1+V2+V6,151.017,34,3
4,chest_artifact_x4,II+V2+V4,150.172,35,2
4,chest_artifact_x4,V1+V3+V5,149.861,36,3
4,chest_artifact_x4,V1+V4+V5,149.068,37,3
4,chest_artifact_x4,V1+V3+V6,148.364,38,3
4,chest_artifact_x4,II+V4+V5,148.314,39,2
4,chest_artifact_x4,V1+V4+V6,148.284,40,3
4,chest_artifact_x4,V1+V5+V6,148.204,41,3
4,chest_artifact_x4,V1+V3+V4,146.407,42,3
4,chest_artifact_x4,II+V3+V4,144.465,43,2
4,chest_artifact_x4,V2+V4+V6,143.225,44,3
4,chest_artifact_x4,V2+V4+V5,140.954,45,3
4,chest_artifact_x4,V2+V5+V6,140.844,46,3
4,chest_artifact_x4,V1+V2+V3,140.325,47,3
4,chest_artifact_x4,II+V5+V6,139.101,48,2
4,chest_artifact_x4,V2+V3+V6,138.32,49,3
4,chest_artifact_x4,V2+V3+V5,137.092,50,3
4,chest_artifact_x4,II+V2+V3,137.089,51,2
4,chest_artifact_x4,V3+V4+V6,136.261,52,3
4,chest_artifact_x4,V3+V5+V6,136.082,53,3
4,chest_artifact_x4,V3+V4+V5,133.027,54,3
4,chest_artifact_x4,V4+V5+V6,129.406,55,3
4,chest_artifact_x4,V2+V3+V4,122.026,56,3
4,ar1_rho0.8,I+V1+V5,83.2393,1,2
4,ar1_rho0.8,I+V1+V4,82.1163,2,2
4,ar1_rho0.8,I+V1+V6,80.4434,3,2
4,ar1_rho0.8,V1+V2+V5,78.9708,4,3
4,ar1_rho0.8,V1+V4+V5,76.6573,5,3
4,ar1_rho0.8,I+V2+V5,76.2513,6,2
4,ar1_rho0.8,V1+V2+V4,76.1592,7,3
4,ar1_rho0.8,V1+V2+V6,75.9823,8,3
4,ar1_rho0.8,V1+V3+V5,75.9741,9,3
4,ar1_rho0.8,V1+V4+V6,75.7502,10,3
4,ar1_rho0.8,V1+V5+V6,75.6483,11,3
4,ar1_rho0.8,II+V1+V5,75.3587,12,2
4,ar1_rho0.8,I+V1+V3,75.2866,13,2
4,ar1_rho0.8,I+V2+V6,74.5187,14,2
4,ar1_rho0.8,V1+V3+V6,74.4955,15,3
4,ar1_rho0.8,I+II+V1,73.8342,16,1
4,ar1_rho0.8,II+V1+V4,73.8083,17,2
4,ar1_rho0.8,I+V2+V4,73.5716,18,2
4,ar1_rho0.8,V1+V3+V4,72.6535,19,3
4,ar1_rho0.8,I+V3+V6,72.1912,20,2
4,ar1_rho0.8,I+V3+V5,71.2903,21,2
4,ar1_rho0.8,II+V1+V6,71.2345,22,2
4,ar1_rho0.8,V2+V4+V6,68.9225,23,3
4,ar1_rho0.8,I+V4+V6,68.8303,24,2
4,ar1_rho0.8,II+V1+V3,68.6457,25,2
4,ar1_rho0.8,I+V1+V2,68.6454,26,2
4,ar1_rho0.8,V2+V5+V6,67.9748,27,3
4,ar1_rho0.8,V2+V4+V5,67.1238,28,3
4,ar1_rho0.8,I+II+V2,66.5313,29,1
4,ar1_rho0.8,V1+V2+V3,66.3052,30,3
4,ar1_rho0.8,II+V2+V5,65.2534,31,2
4,ar1_rho0.8,I+V3+V4,65.1605,32,2
4,ar1_rho0.8,II+V2+V6,64.9539,33,2
4,ar1_rho0.8,V2+V3+V6,64.8278,34,3
4,ar1_rho0.8,II+V1+V2,64.7148,35,2
4,ar1_rho0.8,I+V4+V5,64.374,36,2
4,ar1_rho0.8,I+V2+V3,64.2409,37,2
4,ar1_rho0.8,V3+V5+V6,63.9654,38,3
4,ar1_rho0.8,V2+V3+V5,63.8597,39,3
4,ar1_rho0.8,I+II+V3,63.8182,40,1
4,ar1_rho0.8,V3+V4+V6,63.2866,41,3
4,ar1_rho0.8,II+V3+V6,63.0564,42,2
4,ar1_rho0.8,II+V3+V5,61.6686,43,2
4,ar1_rho0.8,I+II+V4,61.1883,44,1
4,ar1_rho0.8,V3+V4+V5,60.3756,45,3
4,ar1_rho0.8,II+V4+V6,59.6805,46,2
4,ar1_rho0.8,I+V5+V6,57.6053,47,2
4,ar1_rho0.8,V4+V5+V6,57.551,48,3
4,ar1_rho0.8,II+V2+V4,56.343,49,2
4,ar1_rho0.8,II+V4+V5,55.6333,50,2
4,ar1_rho0.8,V2+V3+V4,50.491,51,3
4,ar1_rho0.8,II+V3+V4,49.9684,52,2
4,ar1_rho0.8,I+II+V5,49.8857,53,1
4,ar1_rho0.8,II+V5+V6,46.3169,54,2
4,ar1_rho0.8,I+II+V6,45.4086,55,1
4,ar1_rho0.8,II+V2+V3,41.2119,56,2
4,empirical_full_ar1,I+V2+V4,-1.57501,1,2
4,empirical_full_ar1,II+V2+V5,-3.83194,2,2
4,empirical_full_ar1,II+V2+V4,-3.92731,3,2
4,empirical_full_ar1,I+V2+V5,-4.58266,4,2
4,empirical_full_ar1,V1+V2+V4,-6.57893,5,3
4,empirical_full_ar1,II+V3+V5,-6.78872,6,2
4,empirical_full_ar1,I+V3+V4,-7.68079,7,2
4,empirical_full_ar1,I+V3+V5,-8.75619,8,2
4,empirical_full_ar1,V2+V4+V5,-9.1537,9,3
4,empirical_full_ar1,II+V3+V4,-9.94849,10,2
4,empirical_full_ar1,V2+V4+V6,-10.3235,11,3
4,empirical_full_ar1,V2+V3+V5,-12.7481,12,3
4,empirical_full_ar1,V1+V2+V5,-12.8705,13,3
4,empirical_full_ar1,II+V3+V6,-13.7245,14,2
4,empirical_full_ar1,II+V4+V5,-13.913,15,2
4,empirical_full_ar1,I+V2+V3,-13.9229,16,2
4,empirical_full_ar1,II+V4+V6,-14.0112,17,2
4,empirical_full_ar1,II+V2+V6,-14.4447,18,2
4,empirical_full_ar1,V2+V3+V4,-14.7547,19,3
4,empirical_full_ar1,V1+V3+V4,-15.3699,20,3
4,empirical_full_ar1,V3+V4+V5,-15.3899,21,3
4,empirical_full_ar1,I+V2+V6,-15.6804,22,2
4,empirical_full_ar1,I+V3+V6,-16.3584,23,2
4,empirical_full_ar1,V1+V2+V3,-16.5267,24,3
4,empirical_full_ar1,V3+V4+V6,-17.105,25,3
4,empirical_full_ar1,V2+V3+V6,-17.3327,26,3
4,empirical_full_ar1,I+V1+V5,-17.5423,27,2
4,empirical_full_ar1,I+V4+V6,-17.878,28,2
4,empirical_full_ar1,I+V4+V5,-17.9861,29,2
4,empirical_full_ar1,II+V1+V4,-18.0289,30,2
4,empirical_full_ar1,II+V1+V5,-18.0453,31,2
4,empirical_full_ar1,I+V1+V4,-18.3204,32,2
4,empirical_full_ar1,V2+V5+V6,-18.75,33,3
4,empirical_full_ar1,I+II+V4,-21.1791,34,1
4,empirical_full_ar1,V1+V3+V5,-22.1365,35,3
4,empirical_full_ar1,V1+V2+V6,-23.4092,36,3
4,empirical_full_ar1,II+V2+V3,-24.515,37,2
4,empirical_full_ar1,II+V5+V6,-25.1118,38,2
4,empirical_full_ar1,V3+V5+V6,-25.1973,39,3
4,empirical_full_ar1,I+V5+V6,-25.9507,40,2
4,empirical_full_ar1,I+II+V2,-25.9758,41,1
4,empirical_full_ar1,I+II+V5,-26.0773,42,1
4,empirical_full_ar1,I+II+V3,-26.8151,43,1
4,empirical_full_ar1,II+V1+V3,-28.6824,44,2
4,empirical_full_ar1,I+V1+V6,-29.3759,45,2
4,empirical_full_ar1,V1+V3+V6,-29.7781,46,3
4,empirical_full_ar1,I+V1+V3,-31.3848,47,2
4,empirical_full_ar1,V1+V4+V5,-32.1588,48,3
4,empirical_full_ar1,V1+V4+V6,-32.797,49,3
4,empirical_full_ar1,II+V1+V6,-33.1066,50,2
4,empirical_full_ar1,II+V1+V2,-34.0367,51,2
4,empirical_full_ar1,V4+V5+V6,-34.133,52,3
4,empirical_full_ar1,V1+V5+V6,-36.53,53,3
4,empirical_full_ar1,I+II+V6,-41.336,54,1
4,empirical_full_ar1,I+II+V1,-41.398,55,1
4,empirical_full_ar1,I+V1+V2,-43.3851,56,2
