lead_set,CRB_delta_root,CRB_edge_prox,CRB_edge_leaf,CRB_APD,CRB_tau_dep,CRB_tau_rep,CRB_q,CRB_alpha_ST,CRB_global_gain
L12,0.14154499260995393,0.1750222544209345,0.040381086675022416,0.1953271952471755,0.14899592654918445,0.22107124062118455,0.06289632986298732,4.0080823713065685,0.06376972936842629
II+V1+V5,0.3580846932435155,0.36871906396386067,0.0753215409752852,0.4113722796576189,0.32224906145414267,0.4491359791853331,0.12997881811740608,7.457833133558583,0.1300953650329456
I+II+V5,0.4139292941663339,0.7772172469209956,0.12795042128305392,0.682579490076232,0.5505825584387212,0.7223987461718778,0.189620953148467,9.39373330880832,0.15550100534141822
II,1.6756821348941613,3.3569381886732725,3.2285488574203747,3.420905613152025,2.561379839319285,4.599334222147353,0.8967964628415577,23.628553872191755,0.353852813964546
