k,added_lead,lead_set,D_logdet,A_trace_inv,E_lambda_min,eff_rank
1,V1,V1,87.79763793945312,1947.5408935546875,0.0011032585753127933,2.8277533054351807
2,aVL,V1+aVL,150.98109436035156,563.66796875,0.003954240586608648,4.064067840576172
3,V4,V1+aVL+V4,182.80844116210938,215.90794372558594,0.007390845101326704,4.467003345489502
4,V2,V1+aVL+V4+V2,193.5756072998047,176.3699951171875,0.009034588932991028,4.598091125488281
5,V5,V1+aVL+V4+V2+V5,202.98153686523438,142.47210693359375,0.011773751117289066,4.2768635749816895
6,III,V1+aVL+V4+V2+V5+III,211.230712890625,124.26187133789062,0.012827304191887379,4.6893229484558105
