lead_set,CRB_delta_root,CRB_edge_prox,CRB_edge_leaf,CRB_APD,CRB_tau_dep,CRB_tau_rep,CRB_q,CRB_alpha_ST,CRB_global_gain
L12,0.07287560223567734,0.2657770999328013,0.29698669830486835,0.20820102950616245,0.19342927825287065,0.26885307764768085,0.05495413927638684,3.392522130741213,0.06129623763217797
II+V1+V5,0.10975230271164536,0.7087552392257764,0.935579617060497,0.4169793266327506,0.4399652007264514,0.6069699454241071,0.1092326199861133,7.0505010058180275,0.12002847414977101
I+II+V5,0.13931404539675932,1.0162537346816196,0.8889578460944018,0.6392084185461651,0.6400558960016881,0.7863559619655291,0.15066504509952727,8.303977690513902,0.17211080132648485
II,0.35956754163871235,3.9071251608194664,4.415604301187443,2.9016410694926016,2.767371961183193,4.259673960123809,1.0127767853093863,22.757212867540662,0.3907547035518314
