split,class,median_nrmse,median_corr,n
val,NORM,0.3627150058746338,0.9242738039301046,914
val,MI,0.44216153025627136,0.8834477255100431,233
val,STTC,0.3963859975337982,0.9155291712301733,255
val,CD,0.4068327844142914,0.9006706717825109,171
test,NORM,0.36534756422042847,0.9247167295022181,912
test,MI,0.4151676893234253,0.8961406276508819,256
test,STTC,0.3782046437263489,0.9183821288121004,242
test,CD,0.42650502920150757,0.893765540438803,184
