epoch,train_loss,val_median_nrmse,val_sat090
1,42.90481420537346,0.929185152053833,0.4855743869283521
2,26.108072207278564,0.9056649804115295,0.4755109493987637
3,25.599080406180448,0.8921746015548706,0.47181831707943894
4,25.486641391577134,0.8913268446922302,0.4909442588359416
5,25.18490581059262,0.8897954821586609,0.5147096617115959
6,24.966897059011604,0.8901363611221313,0.5288579892061517
7,24.920178754499627,0.8884705305099487,0.5195925930935602
8,24.875215485380743,0.890223503112793,0.5252600397668096
9,24.77125384525864,0.8917799592018127,0.5375688141645588
10,24.75346755342722,0.8839079737663269,0.5134246797689738
11,24.686888771562025,0.8867639303207397,0.5259363460524002
12,24.68363108214456,0.8819881677627563,0.5208775750361824
13,24.649173663879502,0.8850910067558289,0.50735144932437
14,24.656934411802126,0.8821994662284851,0.5428845815693011
15,24.619140068702656,0.8872570395469666,0.5341196521080467
16,24.62747044168654,0.8832619786262512,0.5525963398303824
17,24.57784357650336,0.8824586868286133,0.5248948343725907
18,24.545531581756393,0.8813418745994568,0.49279733805845993
19,24.54025164473249,0.8814235329627991,0.5176042526139238
20,24.53448807788302,0.8794078826904297,0.5427898986893184
21,22.282366662442904,0.8054715394973755,0.5393948411356535
22,17.335983056920202,0.7269489765167236,0.5340114431023522
23,13.650740185948845,0.6485092043876648,0.45347689061422136
24,11.719290062221988,0.6044966578483582,0.45070403484329985
25,10.157549459955906,0.5618681311607361,0.4384493649483978
26,8.892242469507776,0.5370162129402161,0.42650579594486754
27,7.89266432341045,0.512025773525238,0.40011632468112157
28,7.071408877283777,0.5004741549491882,0.4212576591686843
29,6.609458187363627,0.47899094223976135,0.37526883174852227
30,6.0781179561776195,0.468008428812027,0.34286023454301984
31,5.667875909858525,0.45555639266967773,0.348324789330592
32,5.4168970703109185,0.44684359431266785,0.3651512897160866
33,5.1497090775665155,0.44142553210258484,0.3300509934939335
34,4.966426881073271,0.4441455602645874,0.3488928866104882
35,4.829168689020929,0.4268547296524048,0.3303350421338816
36,4.759985516124926,0.42668792605400085,0.3307137736538123
37,4.63540853877669,0.4366561770439148,0.3200822388443278
38,4.535510578255888,0.4349662661552429,0.3175258010847953
39,4.4280354311317565,0.4216170310974121,0.31195303729152857
40,4.373527680301073,0.4305993616580963,0.31890546590740015
41,4.348448681196439,0.4207529127597809,0.31275107870852553
42,4.274706944079514,0.415051132440567,0.3185402605131812
43,4.166107302665559,0.4235623776912689,0.3140360606511477
44,4.145198034111003,0.4288085103034973,0.32495164410058025
45,4.1034234350633625,0.41859543323516846,0.328360227779957
46,4.056035282470796,0.4231565594673157,0.28914798934141295
47,4.014328174548483,0.4244001805782318,0.31083036885744814
48,4.040937390629327,0.4285253584384918,0.3023630141618536
