split,space,median_nrmse,mean_nrmse,median_corr,mean_corr,qrs_nrmse,st_nrmse,t_nrmse,st_mean_abs_err,boundary_rate,sat090,n
train,scaled,0.3809553384780884,0.41328486800193787,0.9217764717372594,0.8954584300301006,0.23730774223804474,0.45159605145454407,0.4848053455352783,0.2114490121603012,0.16901848088295668,0.2578112011725708,12542
train,physical_mV,0.3964904546737671,0.42908498644828796,0.9217764709282666,0.8954584300834468,0.2614586353302002,0.3550265431404114,0.5100429058074951,0.014010438695549965,0.16901848088295668,0.2578112011725708,12542
val,scaled,0.3829091787338257,0.4195513129234314,0.9207625355464844,0.8923746321942063,0.24187594652175903,0.4658682346343994,0.49025678634643555,0.21043138206005096,0.16949588129472076,0.2574562767986366,1573
val,physical_mV,0.3992110788822174,0.4361492991447449,0.920762534955029,0.8923746322048101,0.26850688457489014,0.36864039301872253,0.5161387324333191,0.013983926735818386,0.16949588129472076,0.2574562767986366,1573
test,scaled,0.3834151029586792,0.4177488386631012,0.9199681839463452,0.89222030083618,0.23912405967712402,0.46527332067489624,0.4806092381477356,0.21249958872795105,0.17019941803037988,0.25858939106756723,1594
test,physical_mV,0.39992111921310425,0.43432894349098206,0.9199681858594777,0.8922203008837957,0.2628609240055084,0.3646542429924011,0.5128014087677002,0.013985389843583107,0.17019941803037988,0.25858939106756723,1594
