feature,kw_p,NORM_mean,NORM_std,MI_mean,MI_std,STTC_mean,STTC_std,CD_mean,CD_std,fdr_q
S_ST_internal_L2,2.665222824412979e-15,0.5344831347465515,0.027094267308712006,0.528133749961853,0.02984832599759102,0.5272977948188782,0.023865463212132454,0.4979603886604309,0.06279458850622177,5.66359850187758e-15
ST_L2,2.665222824412979e-15,0.5344831347465515,0.027094267308712006,0.528133749961853,0.029848327860236168,0.5272977948188782,0.023865465074777603,0.4979603886604309,0.06279458850622177,5.66359850187758e-15
ST_L1,2.3032343310038503e-12,1.2560607194900513,0.09231553971767426,1.2375359535217285,0.09374625980854034,1.2299669981002808,0.076507568359375,1.1621029376983643,0.1812897026538849,3.2629153022554547e-12
ST_max_abs,3.537715932070253e-08,0.2473594695329666,0.0016825300408527255,0.24673038721084595,0.002362058497965336,0.24627912044525146,0.0028530845884233713,0.24437490105628967,0.011412453837692738,4.00941138967962e-08
ST_signed_sum,1.0443232903037978e-12,0.27687501907348633,0.11343652755022049,0.24615943431854248,0.11380467563867569,0.2219981998205185,0.09567131102085114,0.23571176826953888,0.24470515549182892,1.613954175924051e-12
ST_spatial_disp,5.529027856096605e-11,0.487112432718277,0.009619291871786118,0.48545968532562256,0.014016082510352135,0.4848117530345917,0.01304534636437893,0.4735969603061676,0.02989768795669079,6.818229143810708e-11
ST_entropy,0.0028064628013174655,1.728450894355774,0.05256817489862442,1.7251219749450684,0.05101368576288223,1.717240571975708,0.05104696378111839,1.7173163890838623,0.06858759373426437,0.002981866726399807
ST_anterior_strength,6.776658035454526e-18,0.3281666338443756,0.021480927243828773,0.32189738750457764,0.030444348230957985,0.3228228986263275,0.02342914789915085,0.29331302642822266,0.058530293405056,2.3040637320545388e-17
ST_lateral_strength,1.9749108878936643e-15,0.23126550018787384,0.0122840516269207,0.2313581109046936,0.015732623636722565,0.2298789620399475,0.011560414917767048,0.20429304242134094,0.05069005489349365,5.5955808490320495e-15
ST_inferior_strength,2.3670106506819847e-59,0.24606116116046906,0.002947756089270115,0.24322035908699036,0.010239970870316029,0.2431841492652893,0.004616741556674242,0.218004509806633,0.05814633518457413,4.023918106159374e-58
ST_right_septal_strength,0.09852375647134498,0.2489081770181656,0.04590006545186043,0.24514079093933105,0.046285100281238556,0.24496830999851227,0.041251346468925476,0.25044235587120056,0.06720053404569626,0.09852375647134498
ST_projected_L2,8.239448907622173e-20,0.821185697605796,0.05357608728546699,0.8019674909486888,0.06991971834909427,0.8069609506214334,0.05900316927423467,0.7004283142876677,0.17035997363263125,3.5017657857394233e-19
ST_projected_max_abs,4.264664337410718e-13,0.3569864602035005,0.025032963849291212,0.35504291706803387,0.028724323061140263,0.3595798316589644,0.026712300312963396,0.3213279069086094,0.06305287634230522,7.24992937359822e-13
ST_projected_anterior_leads,2.2640863185145725e-14,0.1587990962538832,0.008486571401458151,0.159846840290435,0.009883116735020308,0.16165712787725703,0.009526276248491944,0.15369763330617145,0.035187942016348395,4.276607490527526e-14
ST_projected_lateral_leads,2.637089079239577e-21,0.3137495237066994,0.022955178925674297,0.3035122628727137,0.03312771949962568,0.304663837131415,0.025985908059944083,0.24843267756233245,0.09559415816812492,1.49435047823576e-20
ST_projected_inferior_leads,3.56122636721233e-22,0.13561698945800266,0.017197069687917534,0.1279724463001709,0.020855389480776865,0.12653614799287516,0.017446387561401936,0.10992688716723946,0.04031485236320048,3.0270424121304806e-21
ST_projected_sign_discordance,5.6150122360794057e-11,0.4152046783625732,0.032383123440550714,0.4169921875000001,0.04000464306480713,0.4225206611570248,0.036255277759287566,0.3845108695652174,0.07809709909262617,6.818229143810708e-11
