class,rho,m_stab,log_stab
NORM,0.9808816313743591,0.01911836862564087,0.032172478109411304
NORM,0.9808897376060486,0.019110262393951416,0.032158704449188696
NORM,0.9808576107025146,0.01914238929748535,0.03221329337392417
NORM,0.980908989906311,0.019091010093688965,0.032125992462354966
NORM,0.9809317588806152,0.019068241119384766,0.03208730604961379
NORM,0.9809339642524719,0.019066035747528076,0.03208355898403834
NORM,0.9809398651123047,0.019060134887695312,0.032073533093248896
NORM,0.9808602333068848,0.019139766693115234,0.03220883706814868
NORM,0.9808588027954102,0.019141197204589844,0.03221126777891277
NORM,0.9808446764945984,0.01915532350540161,0.03223527123806064
NORM,0.9809257388114929,0.01907426118850708,0.0320975345687991
NORM,0.9809099435806274,0.01909005641937256,0.032124372071028064
NORM,0.9809530377388,0.01904696226119995,0.032051152281902556
NORM,0.9806765913963318,0.019323408603668213,0.03252090854970254
NORM,0.9806972742080688,0.019302725791931152,0.03248575833844936
NORM,0.9808356165885925,0.01916438341140747,0.032250666043606734
NORM,0.9808815717697144,0.019118428230285645,0.032172579386746274
NORM,0.9807851910591125,0.01921480894088745,0.03233635288862639
NORM,0.980390191078186,0.019609808921813965,0.0330077189640636
NORM,0.9806625843048096,0.01933741569519043,0.03254471386884656
MI,0.9806941151618958,0.019305884838104248,0.032491127054737536
MI,0.980477511882782,0.019522488117218018,0.03285927990919561
MI,0.9801517128944397,0.019848287105560303,0.03341318200499803
MI,0.9808486104011536,0.019151389598846436,0.032228586695719166
MI,0.9806590676307678,0.019340932369232178,0.03255069057683952
MI,0.9807199835777283,0.01928001642227173,0.03244716486809497
MI,0.9807462692260742,0.01925373077392578,0.032402494801704346
MI,0.9807783961296082,0.019221603870391846,0.032347899679737106
MI,0.9799109101295471,0.02008908987045288,0.033822697434130695
MI,0.9809112548828125,0.0190887451171875,0.0321221440355259
MI,0.979603111743927,0.020396888256072998,0.03434629390482294
MI,0.9808575510978699,0.019142448902130127,0.03221339465373937
MI,0.9806361198425293,0.019363880157470703,0.032589691655247194
MI,0.9805811643600464,0.019418835639953613,0.03268309535046566
MI,0.9805060029029846,0.01949399709701538,0.03281085009500499
MI,0.9805687665939331,0.019431233406066895,0.03270416762360011
MI,0.9805639386177063,0.0194360613822937,0.032712373725120016
MI,0.9808870553970337,0.01911294460296631,0.03216326189769104
MI,0.9803653955459595,0.019634604454040527,0.03304987198638442
MI,0.9808245301246643,0.019175469875335693,0.032269504617549
STTC,0.980442225933075,0.01955777406692505,0.03291926188091084
STTC,0.9806506037712097,0.019349396228790283,0.03256507528394441
STTC,0.9805693030357361,0.019430696964263916,0.03270325583703641
STTC,0.9807784557342529,0.01922154426574707,0.03234779839174799
STTC,0.9803590178489685,0.019640982151031494,0.033060714402484835
STTC,0.9799676537513733,0.02003234624862671,0.03372618869658293
STTC,0.9805712103843689,0.019428789615631104,0.03270001393329415
STTC,0.9799848794937134,0.02001512050628662,0.03369689250695458
STTC,0.9804909229278564,0.019509077072143555,0.03283648327323602
STTC,0.9807975888252258,0.01920241117477417,0.03231528526536498
STTC,0.9803955554962158,0.01960444450378418,0.03299859946008635
STTC,0.980415403842926,0.019584596157073975,0.03296485772923751
STTC,0.9804409146308899,0.019559085369110107,0.0329214909822727
STTC,0.9798745512962341,0.02012544870376587,0.03388453895368424
STTC,0.9807852506637573,0.019214749336242676,0.03233625160133902
STTC,0.9803028702735901,0.019697129726409912,0.03315617124060097
STTC,0.9799389243125916,0.020061075687408447,0.03377505061526829
STTC,0.9803057312965393,0.019694268703460693,0.03315130706569798
STTC,0.9793313145637512,0.02066868543624878,0.034808785447831
STTC,0.9807564616203308,0.01924353837966919,0.032385174077673044
CD,0.9795446991920471,0.02045530080795288,0.034445678190703946
CD,0.9779195785522461,0.022080421447753906,0.03721306970838507
CD,0.979075014591217,0.02092498540878296,0.03524502446170013
CD,0.9803988933563232,0.019601106643676758,0.032992925127239656
CD,0.9809086322784424,0.019091367721557617,0.03212660010950871
CD,0.9804615378379822,0.019538462162017822,0.03288643364248161
CD,0.98063063621521,0.01936936378479004,0.03259901152856686
CD,0.980502188205719,0.019497811794281006,0.032817334339995285
CD,0.9807825088500977,0.019217491149902344,0.03234091082292946
CD,0.9808835387229919,0.019116461277008057,0.032169237237941836
CD,0.9804351925849915,0.019564807415008545,0.03293121800492269
CD,0.980719268321991,0.019280731678009033,0.0324483803968381
CD,0.9809371829032898,0.019062817096710205,0.03207809030885843
CD,0.9807153344154358,0.01928466558456421,0.03245506582077166
CD,0.9808690547943115,0.019130945205688477,0.0321938477634379
CD,0.9805832505226135,0.019416749477386475,0.03267954956146197
CD,0.9807900190353394,0.019209980964660645,0.0323281486382922
CD,0.9803062677383423,0.019693732261657715,0.033150395034484095
CD,0.9806400537490845,0.019359946250915527,0.03258300569127445
CD,0.979062557220459,0.020937442779541016,0.03526623061684951
