group,mean_score
delta_root,7.04363542003152
edge_prox,5.830811307687932
edge_leaf,27.457477346162552
APD,16.496851982413787
tau_dep,24.838803350157097
tau_rep,8.470192267879765
q,21.021814034040318
alpha_ST,0.3291699720646108
global_gain,15.809340008607057
