comparison,metric,difference,ci_lo,ci_hi,bootstrap_unit,n_boot
C5_minus_C0,macro_auroc,-0.0016137635199976463,-0.004916962683133061,0.0014544099728748343,patient,1000
C5_minus_C0,macro_f1,0.0020022474234393517,-0.009592388921195762,0.013943534018822775,patient,1000
C5_minus_C0,balanced_accuracy,0.0027635750381389546,-0.0089350908290917,0.013983850649545751,patient,1000
