space,median_nrmse,mean_nrmse,median_corr,mean_corr,qrs_nrmse,st_nrmse,t_nrmse,st_mean_abs_err,theta_boundary_rate
scaled,0.3960281014442444,0.4472605288028717,0.9122990583123171,0.8782280267027012,0.23532524704933167,0.3887227773666382,0.45707982778549194,0.18975499272346497,0.08543882519006729
physical_mV,0.4255087971687317,0.4680244028568268,0.9122990577186192,0.8782280267591721,0.25522130727767944,0.3338874876499176,0.4761016368865967,0.012719511985778809,0.08543882519006729
