split,space,median_nrmse,mean_nrmse,median_corr,mean_corr,qrs_nrmse,st_nrmse,t_nrmse,st_mean_abs_err,boundary_rate,sat090,n
train,scaled,0.3994465470314026,0.4325608015060425,0.9135840499848149,0.8851034709217258,0.2414342314004898,0.4768516421318054,0.4495679438114166,0.21772068738937378,0.12424805843854012,0.22707871763640128,12542
train,physical_mV,0.41120296716690063,0.4465256631374359,0.9135840495731335,0.885103470902894,0.2682901620864868,0.3739670515060425,0.4699857831001282,0.014165597036480904,0.12424805843854012,0.22707871763640128,12542
val,scaled,0.4049244225025177,0.4412546455860138,0.9109451841529301,0.8805735911814457,0.24476313591003418,0.4845556914806366,0.45284944772720337,0.21271054446697235,0.12595528262839675,0.2274012254669895,1573
val,physical_mV,0.41829022765159607,0.4565601646900177,0.9109451870326272,0.8805735911233735,0.27445244789123535,0.3845602571964264,0.4761340618133545,0.014041936956346035,0.12595528262839675,0.2274012254669895,1573
test,scaled,0.4009280204772949,0.4374307692050934,0.9115179718087121,0.8815999961826044,0.24365410208702087,0.4895671308040619,0.4478045403957367,0.2211800515651703,0.1274059638538135,0.2286232948023172,1594
test,physical_mV,0.41415074467658997,0.45217105746269226,0.9115179715038186,0.8815999961481947,0.27156972885131836,0.38719016313552856,0.4724683165550232,0.01426861435174942,0.1274059638538135,0.2286232948023172,1594
