group,mean,std
delta_root,9.608802244198621,3.9310252394571665
edge_prox,9.285747656686317,4.394904029727604
edge_leaf,27.439880886986202,16.30467478683896
APD,16.0002192161514,1.137475687745006
tau_dep,23.406427141558733,1.5059737471670145
tau_rep,8.052224560995922,0.4779497708843754
q,18.952703655680757,2.77156019710356
alpha_ST,0.2936955871839828,0.056996077456896346
global_gain,16.182450489278917,0.6513895219567566
